requested_companies,metadata_success,metadata_errors,identity_mismatches,cache_hits_this_run,request_log_entries_this_run,http_429_this_run,retry_events_this_run,historical_fragments_queried,amendment_companies,manual_review_rows,selection_eligible,selection_no_eligible_2025_10k,selection_ambiguous_multiple_eligible,selection_identity_mismatch,selection_metadata_error,analysis_sample_companies,analysis_eligible_filings,excluded_after_filing_validation,unresolved_manual_review
101,101,0,0,111,111,0,0,11,2,4,100,0,0,0,0,100,100,1,0
