file_role,expected_path,sha256,file_size_bytes,git_included
official_original,references/dictionaries/loughran_mcdonald_master_dictionary/original_source_files/loughran_mcdonald_master_dictionary_1993_2025.csv,e2d1328682bab7d2187684fb9f5420bb730401c9eefc00daf835edd203f4859d,9093460,0
analysis_ready_local,references/dictionaries/loughran_mcdonald_master_dictionary/analysis_ready_dictionary/financial_language_categories_1993_2025.csv,b1f67155d27b32086553cc79049df89e940c42ce9106e8640a0d631160187ad7,5672214,0
