variable,ai_sentence_count,log1p_ai_sentence_count,ai_concreteness,ai_past_tense_share,ai_present_tense_share,ai_future_tense_share,ai_lm_positive_share,ai_lm_negative_share,ai_lm_uncertainty_share,ai_passive_voice_sentence_share,ai_fog_index,log_report_word_count
ai_sentence_count,0.9999999999999998,0.8370888009815758,-0.010828774495314893,-0.01799830842865446,0.009879183461818592,0.012085116778456476,-0.054320154872333375,-0.010665612558501354,-0.03385461847809781,0.01981572369200673,-0.1412405963629462,0.042019300387163915
log1p_ai_sentence_count,0.8370888009815758,1.0,-0.1358092597318154,-0.07732387889646307,0.05611969657919679,0.025420721537535912,-0.0937652467283252,0.08955662618715211,0.05273015403125445,0.04705117566270476,-0.16571084344608755,0.07443104260437046
ai_concreteness,-0.010828774495314893,-0.1358092597318154,1.0,0.23812071442390778,-0.19798659814780264,-0.029527415398288098,0.06959131913184112,-0.47925294365143956,-0.553970461331077,-0.03181449598900278,-0.018193405280288795,-0.12090213969568936
ai_past_tense_share,-0.01799830842865446,-0.07732387889646307,0.23812071442390778,1.0,-0.8573562790659351,-0.07381790338409931,0.0984475707705581,-0.17303778043891593,-0.19508511815160892,-0.030020682475684627,-0.04795722436032808,0.006643571811320708
ai_present_tense_share,0.009879183461818592,0.05611969657919679,-0.19798659814780264,-0.8573562790659351,0.9999999999999997,-0.45003088737774266,-0.12971064786069594,0.19493976965032697,0.2055378416287954,0.04448547835147717,0.0641606244738071,0.0018701659792463253
ai_future_tense_share,0.012085116778456476,0.025420721537535912,-0.029527415398288098,-0.07381790338409931,-0.45003088737774266,1.0,0.08051275893517924,-0.07748420711709449,-0.05976711718222896,-0.03410618163358825,-0.04110781013441728,-0.01514961069921475
ai_lm_positive_share,-0.054320154872333375,-0.0937652467283252,0.06959131913184112,0.0984475707705581,-0.12971064786069594,0.08051275893517924,0.9999999999999997,-0.19347815813832758,-0.1749964011891507,-0.11352729247102195,-0.0014038627698688784,-0.07743065447855878
ai_lm_negative_share,-0.010665612558501354,0.08955662618715211,-0.47925294365143956,-0.17303778043891593,0.19493976965032697,-0.07748420711709449,-0.19347815813832758,0.9999999999999996,0.3599248021569428,0.15028746531844664,0.0671758926160068,-0.012057010684322685
ai_lm_uncertainty_share,-0.03385461847809781,0.05273015403125445,-0.553970461331077,-0.19508511815160892,0.2055378416287954,-0.05976711718222896,-0.1749964011891507,0.3599248021569428,0.9999999999999999,-0.04064812454066793,-0.06562762776432751,0.02092061627987246
ai_passive_voice_sentence_share,0.01981572369200673,0.04705117566270476,-0.03181449598900278,-0.030020682475684627,0.04448547835147717,-0.03410618163358825,-0.11352729247102195,0.15028746531844664,-0.04064812454066793,0.9999999999999999,0.1584667934482315,0.003413683418132537
ai_fog_index,-0.1412405963629462,-0.16571084344608755,-0.018193405280288795,-0.04795722436032808,0.0641606244738071,-0.04110781013441728,-0.0014038627698688784,0.0671758926160068,-0.06562762776432751,0.1584667934482315,1.0,-0.002675510096728229
log_report_word_count,0.042019300387163915,0.07443104260437046,-0.12090213969568936,0.006643571811320708,0.0018701659792463253,-0.01514961069921475,-0.07743065447855878,-0.012057010684322685,0.02092061627987246,0.003413683418132537,-0.002675510096728229,1.0
