company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_disclosure_binary,ai_term_count,ai_terms_per_1000_words,total_analysis_word_count,total_analysis_sentence_count,ai_sentence_count,ai_sentence_ratio,ai_detection_status,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status,report_concreteness_mean,report_concreteness_median,report_concreteness_standard_deviation,report_concreteness_min,report_concreteness_max,report_concreteness_matched_token_count,report_concreteness_eligible_token_count,report_concreteness_unmatched_token_count,report_concreteness_coverage,report_concreteness_unique_dictionary_entries,report_concreteness_stem_collision_count,report_concreteness_status,report_word_count,log_report_word_count,report_sentence_count,report_paragraph_count,report_mean_sentence_length,report_fog_index,report_numeric_token_ratio,report_ai_term_count,report_ai_terms_per_1000_words,report_table_text_word_count,report_table_text_ratio,source_html_bytes,analysis_text_bytes,analysis_text_to_html_ratio,report_control_status,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_forward_looking_count,report_forward_looking_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,concreteness_status,lm_ai_status,lm_report_status,matching_strategy_version,concreteness_preprocessing_version
S2021-001,0000066740,MMM,3M,0000066740-22-000010,2021,2022-02-09,1.0.3,0.3.0,1,3,0.04833097,62072,3002,3,0.00099933,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,118,success,9,1,0.07627119,0.00847458,0.80000000,0.08474576,0.06779661,10,success,2.79720000,2.74500000,0.71366950,1.78000000,4.65000000,50,72,22,0.69444444,36,11,warning_stem_collisions,2.94089014,2.85000000,0.82338026,1.26000000,5.00000000,24468,33641,9173,0.72732677,2331,6168,warning_stem_collisions,62633,11.04504757,3002,1156,20.86375750,20.90452573,0.04614181,3,0.04789807,13578,0.17816326,6745566,416097,0.06168452,success,270,1595,-0.71045576,818,0.01396596,251,0.00428540,90,0.00153660,1440,0.02458555,339,0.00578785,,,0.00460979,0.02723191,-0.02262212,0.03184170,3979,58571,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-002,0000091142,AOS,A. O. Smith,0000091142-22-000028,2021,2022-02-11,1.0.3,0.3.0,0,0,0.00000000,26143,1522,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.97295846,2.89000000,0.85922143,1.26000000,5.00000000,10448,13576,3128,0.76959340,1557,2356,warning_stem_collisions,26134,10.17099243,1522,553,17.17082786,18.76165984,0.04702686,0,0.00000000,6787,0.20616020,2471981,172162,0.06964536,success,106,384,-0.56734694,463,0.01885102,155,0.00631082,62,0.00252433,202,0.00822442,150,0.00610724,,,0.00431579,0.01563454,-0.01131876,0.01995033,1293,24561,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-003,0000874761,AES,AES Corporation,0000874761-22-000022,2021,2022-02-28,1.0.3,0.3.0,0,0,0.00000000,106434,5021,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.90818524,2.83000000,0.81065469,1.19000000,5.00000000,40369,56679,16310,0.71223910,2681,9455,warning_stem_collisions,105670,11.56807631,5021,1972,21.04560844,21.11019041,0.03995458,0,0.00000000,23203,0.18004547,8232519,699178,0.08492880,success,551,1694,-0.50913140,1546,0.01546541,594,0.00594208,281,0.00281098,1401,0.01401491,894,0.00894313,,,0.00551193,0.01694593,-0.01143400,0.02245786,5952,99965,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-004,0001841666,APA,APA Corporation,0001784031-22-000009,2021,2022-02-22,1.0.3,0.3.0,0,0,0.00000000,64765,3052,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.95123986,2.82000000,0.84696338,1.26000000,5.00000000,25390,35223,9833,0.72083582,2340,6114,warning_stem_collisions,64772,11.07862869,3052,1371,21.22280472,21.19945373,0.04217872,0,0.00000000,12978,0.16691961,5879047,432963,0.07364510,success,252,1044,-0.61111111,1000,0.01646253,397,0.00653562,144,0.00237060,544,0.00895562,589,0.00969643,,,0.00414856,0.01718688,-0.01303832,0.02133544,3337,60744,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-005,0000732717,T,AT&T,0000732717-22-000015,2021,2022-02-16,1.0.3,0.3.0,0,0,0.00000000,56579,2938,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.93131739,2.83000000,0.82195412,1.26000000,5.00000000,21740,29581,7841,0.73493121,2208,5512,warning_stem_collisions,56607,10.94388793,2938,1050,19.26718856,20.27386112,0.04388150,0,0.00000000,16111,0.22155450,6394934,376764,0.05891601,success,281,725,-0.44135189,704,0.01317883,314,0.00587806,159,0.00297647,584,0.01093244,428,0.00801213,,,0.00526030,0.01357195,-0.00831165,0.01883225,2736,53419,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-006,0001551152,ABBV,AbbVie,0001551152-22-000007,2021,2022-02-18,1.0.3,0.3.0,0,0,0.00000000,47842,2509,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.88058035,2.75000000,0.81012218,1.19000000,5.00000000,18575,26534,7959,0.70004522,2267,4790,warning_stem_collisions,47830,10.77540834,2509,936,19.06337186,20.48257613,0.03384905,0,0.00000000,12839,0.21162373,4993086,325772,0.06524462,success,377,878,-0.39920319,792,0.01751670,353,0.00780732,132,0.00291945,657,0.01453090,348,0.00769673,,,0.00833813,0.01941876,-0.01108064,0.02775689,2968,45214,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-007,0000001800,ABT,Abbott Laboratories,0001104659-22-025141,2021,2022-02-18,1.0.3,0.3.0,0,0,0.00000000,39587,2215,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89662205,2.81000000,0.78391942,1.29000000,5.00000000,15465,21577,6112,0.71673541,1673,4105,warning_stem_collisions,39377,10.58093717,2215,800,17.77742664,19.99134394,0.05246718,0,0.00000000,13865,0.26041471,4169789,267748,0.06421140,success,192,613,-0.52298137,632,0.01726776,192,0.00524590,85,0.00232240,424,0.01158470,305,0.00833333,,,0.00524590,0.01674863,-0.01150273,0.02199454,2085,36600,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-008,0001467373,ACN,Accenture,0001467373-21-000229,2021,2021-10-15,1.0.3,0.3.0,1,7,0.18129549,38611,1989,7,0.00351936,success,1,0.00305810,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,327,success,11,1,0.03363914,0.00305810,0.83333333,0.03669725,0.03058104,13,success,2.90333333,2.77000000,0.75559208,1.63000000,4.93000000,177,228,51,0.77631579,111,41,warning_stem_collisions,2.82200040,2.72000000,0.79756898,1.19000000,5.00000000,15027,19691,4664,0.76314052,1961,3613,warning_stem_collisions,38641,10.56206917,1989,788,19.42735043,20.54175981,0.02999405,7,0.18115473,11356,0.22713363,3398280,257424,0.07575126,success,404,833,-0.34680679,808,0.02176079,447,0.01203846,78,0.00210067,520,0.01400447,282,0.00759473,,,0.01088040,0.02243408,-0.01155369,0.03331448,2802,37131,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-009,0000796343,ADBE,Adobe Inc.,0000796343-22-000032,2021,2022-01-21,1.0.3,0.3.0,1,43,0.87783766,48984,2417,30,0.01241208,success,13,0.01076159,6,0.00496689,8,0.00662252,3,0.00248344,0,0.00000000,1208,success,38,12,0.03145695,0.00993377,0.52000000,0.04139073,0.02152318,69,success,3.08855335,2.93000000,0.89932227,1.30000000,4.90000000,553,784,231,0.70535714,241,146,warning_stem_collisions,2.92658245,2.83000000,0.84020350,1.19000000,5.00000000,19830,26497,6667,0.74838661,2338,5239,warning_stem_collisions,48972,10.79900399,2417,1178,20.26148118,20.33415721,0.02583109,43,0.87805276,7417,0.13153275,3033404,332970,0.10976777,success,575,871,-0.20470263,817,0.01737780,414,0.00880589,91,0.00193559,434,0.00923129,317,0.00674267,,,0.01223040,0.01852640,-0.00629600,0.03075680,2959,47014,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-010,0001158449,AAP,Advance Auto Parts,0001158449-21-000036,2021,2021-02-22,1.0.3,0.3.0,1,2,0.06997411,28582,1447,2,0.00138217,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,34,success,0,0,0.00000000,0.00000000,,0.00000000,0.00000000,0,success,3.03272727,2.94000000,0.64193020,1.93000000,4.50000000,11,19,8,0.57894737,10,3,warning_stem_collisions,2.89254203,2.82000000,0.81127410,1.19000000,4.97000000,11302,14817,3515,0.76277249,1680,2679,warning_stem_collisions,28389,10.25375703,1447,621,19.61921216,19.75330927,0.04308007,2,0.07044982,5786,0.16930505,2139614,188623,0.08815749,success,168,514,-0.50733138,478,0.01782917,263,0.00980977,51,0.00190228,241,0.00898918,200,0.00745990,,,0.00626632,0.01917195,-0.01290563,0.02543827,1531,26810,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-011,0000002488,AMD,Advanced Micro Devices,0000002488-22-000016,2021,2022-02-03,1.0.3,0.3.0,1,17,0.36607162,46439,2083,13,0.00624100,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,1,0.00312500,320,success,0,0,0.00000000,0.00000000,,0.00000000,0.00000000,1,success,3.24979021,3.14000000,0.82096521,1.62000000,4.70000000,143,221,78,0.64705882,77,23,warning_stem_collisions,2.91721382,2.85000000,0.83292008,1.19000000,5.00000000,17795,24360,6565,0.73050082,2122,4405,warning_stem_collisions,46435,10.74580876,2083,814,22.29236678,20.74884544,0.03131259,17,0.36610315,7571,0.14018813,2224329,307580,0.13827990,success,329,1205,-0.57105606,879,0.01985095,530,0.01196929,137,0.00309395,473,0.01068202,364,0.00822042,,,0.00742999,0.02721319,-0.01978320,0.03464318,3154,44280,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-012,0000004977,AFL,Aflac,0000004977-22-000058,2021,2022-02-23,1.0.3,0.3.0,0,0,0.00000000,79168,4044,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.91444105,2.76000000,0.84482446,1.19000000,5.00000000,31738,43338,11600,0.73233652,2270,7735,warning_stem_collisions,79513,11.28367581,4044,1745,19.66196835,21.18705481,0.03126533,0,0.00000000,22501,0.22056777,9807828,531491,0.05419049,success,430,1232,-0.48255114,1232,0.01637557,392,0.00521041,212,0.00281787,653,0.00867959,433,0.00575538,,,0.00571550,0.01637557,-0.01066007,0.02209108,3954,75234,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-013,0001090872,A,Agilent Technologies,0001090872-21-000027,2021,2021-12-17,1.0.3,0.3.0,1,3,0.04844648,61924,3015,2,0.00066335,success,0,0.00000000,0,0.00000000,0,0.00000000,1,0.01388889,0,0.00000000,72,success,1,0,0.01388889,0.00000000,1.00000000,0.01388889,0.01388889,2,success,3.04450000,2.98000000,0.78443594,1.75000000,4.69000000,40,47,7,0.85106383,37,3,warning_stem_collisions,2.88749591,2.81000000,0.77534774,1.26000000,5.00000000,25031,33219,8188,0.75351455,2182,6124,warning_stem_collisions,61910,11.03343700,3015,1116,20.53399668,20.35662736,0.04146341,3,0.04845744,9382,0.13159962,4539259,416292,0.09170924,success,393,944,-0.41211668,964,0.01644686,428,0.00730213,134,0.00228618,579,0.00987835,498,0.00849641,,,0.00670500,0.01610564,-0.00940064,0.02281064,3330,58613,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-014,0000002969,APD,Air Products,0000002969-21-000055,2021,2021-11-18,1.0.3,0.3.0,0,0,0.00000000,48091,2534,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89495311,2.79000000,0.81293328,1.19000000,5.00000000,19089,25448,6359,0.75011789,1913,4726,warning_stem_collisions,47703,10.77274957,2534,1061,18.82517758,19.98053666,0.03697881,0,0.00000000,10743,0.18381070,4525529,318854,0.07045674,success,226,769,-0.54572864,789,0.01737426,294,0.00647406,69,0.00151942,540,0.01189113,346,0.00761913,,,0.00497666,0.01693385,-0.01195719,0.02191051,2584,45412,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-015,0001086222,AKAM,Akamai Technologies,0001086222-22-000058,2021,2022-02-28,1.0.3,0.3.0,0,0,0.00000000,46281,2115,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.88231464,2.80000000,0.79494881,1.19000000,5.00000000,18059,23816,5757,0.75827175,2054,4420,warning_stem_collisions,46072,10.73796067,2115,883,21.78345154,21.02718961,0.03390346,0,0.00000000,7683,0.14292624,3041478,307957,0.10125242,success,338,779,-0.39480752,779,0.01779514,377,0.00861202,105,0.00239857,401,0.00916027,347,0.00792672,,,0.00772113,0.01779514,-0.01007401,0.02551626,2640,43776,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-016,0000766421,ALK,Alaska Air Group,0000766421-22-000009,2021,2022-02-11,1.0.3,0.3.0,1,3,0.07920583,37876,2006,1,0.00049850,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,30,success,1,0,0.03333333,0.00000000,1.00000000,0.03333333,0.03333333,1,success,3.32842105,3.24000000,0.81352555,2.03000000,4.67000000,19,22,3,0.86363636,19,1,warning_stem_collisions,3.00725463,2.90000000,0.84364457,1.26000000,5.00000000,15324,20218,4894,0.75793847,2036,3557,warning_stem_collisions,37825,10.54072554,2006,854,18.85593220,19.04808112,0.03799075,3,0.07931262,8392,0.18157821,3359948,248191,0.07386751,success,244,562,-0.39454094,570,0.01587478,234,0.00651702,87,0.00242299,282,0.00785384,284,0.00790954,,,0.00679552,0.01565198,-0.00885646,0.02244750,1913,35906,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-017,0000915913,ALB,Albemarle Corporation,0000915913-22-000027,2021,2022-02-22,1.0.3,0.3.0,0,0,0.00000000,69236,3218,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.93237372,2.83000000,0.84178600,1.19000000,5.00000000,26410,35582,9172,0.74222922,2518,6270,warning_stem_collisions,69033,11.14233993,3218,1141,21.45214419,21.16749462,0.03877856,0,0.00000000,16079,0.18891578,4703551,455953,0.09693804,success,354,1083,-0.50730689,1171,0.01783511,501,0.00763056,138,0.00210183,668,0.01017409,501,0.00763056,,,0.00539166,0.01649481,-0.01110316,0.02188647,3733,65657,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2021-018,0001035443,ARE,Alexandria Real Estate Equities,0001035443-22-000040,2021,2022-01-31,1.0.3,0.3.0,0,0,0.00000000,97927,4202,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89202231,2.76000000,0.82191699,1.26000000,5.00000000,38990,51338,12348,0.75947641,2818,8999,warning_stem_collisions,97701,11.48966707,4202,2080,23.25107092,21.64025919,0.03376629,0,0.00000000,23517,0.19400584,7912370,650547,0.08221898,success,752,1966,-0.44665195,1715,0.01837684,1030,0.01103682,218,0.00233595,636,0.00681497,800,0.00857229,,,0.00805795,0.02106639,-0.01300844,0.02912434,5817,93324,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
