sample_year,snapshot_date,historical_source_date,symbol,security,gics_sector,gics_sub_industry,headquarters,date_added,cik,founded,metadata_status,membership_source,metadata_source
2019,2020-01-01,2019-12-23,CBRE,CBRE Group,Real Estate,Real Estate Services,"Dallas, Texas",2006-11-10,0001138118,1906,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CCI,Crown Castle,Real Estate,Telecom Tower REITs,"Houston, Texas",2012-03-14,0001051470,1994,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,0000815097,1972,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CDNS,Cadence Design Systems,Information Technology,Application Software,"San Jose, California",2017-09-18,0000813672,1988,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CDW,CDW Corporation,Information Technology,Technology Distributors,"Vernon Hills, Illinois",2019-09-23,0001402057,1984,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CE,Celanese Corp,,,,,0001306830,,sec_current_ticker_snapshot,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CERN,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",2008-08-27,0001324404,1946,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",2016-01-29,0000759944,1828,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",2015-12-29,0000313927,1847,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",2007-03-02,0001043277,1905,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",2016-09-08,0001091667,1993,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CI,Cigna,Health Care,Health Care Services,"Bloomfield, Connecticut",1976-06-30,0001739940,1982,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",1997-12-18,0000020286,1950,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York City, New York",1957-03-04,0000021665,1806,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CLX,Clorox,Consumer Staples,Household Products,"Oakland, California",1969-03-31,0000021076,1913,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CMA,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,CMCSA,Comcast,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",2002-11-19,0001166691,1963,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CME,CME Group,Financials,Financial Exchanges & Data,"Chicago, Illinois",2006-08-11,0001156375,1848,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,"Newport Beach, California",2011-04-28,0001058090,1993,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,"Columbus, Indiana",1965-03-31,0000026172,1919,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",1957-03-04,0000811156,1886,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CNC,Centene Corporation,Health Care,Managed Health Care,"St. Louis, Missouri",2016-03-30,0001071739,1984,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",1985-07-31,0001130310,1882,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,COF,Capital One,Financials,Consumer Finance,"Tysons Corner, Virginia",1998-07-01,0000927628,1994,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,COG,Cabot Oil & Gas,,,,,0000858470,,curated_legacy_ticker_map,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,COO,Cooper Companies (The),Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,0000711404,1958,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,0001163165,2002,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,"Issaquah, Washington",1993-10-01,0000909832,1976,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,COTY,COTY INC.,,,,,0001024305,,sec_current_ticker_snapshot,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CPB,CAMPBELL'S Co,,,,,0000016732,,sec_current_ticker_snapshot,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CPRI,Capri Holdings Ltd,,,,,0001530721,,sec_current_ticker_snapshot,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CPRT,Copart,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,0000900075,1982,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CRM,Salesforce,Information Technology,Application Software,"San Francisco, California",2008-09-15,0001108524,1999,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CSCO,Cisco,Information Technology,Communications Equipment,"San Jose, California",1993-12-01,0000858877,1984,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CSX,CSX Corporation,Industrials,Rail Transportation,"Jacksonville, Florida",1957-03-04,0000277948,1980,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CTAS,Cintas,Industrials,Diversified Support Services,"Mason, Ohio",2001-03-01,0000723254,1929,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CTL,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,CTSH,Cognizant,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",2006-11-17,0001058290,1994,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,"Indianapolis, Indiana",2019-06-03,0001755672,2019,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CTXS,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,0000064803,1996,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CVX,Chevron Corporation,Energy,Integrated Oil & Gas,"Houston, Texas",1957-03-04,0000093410,1879,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,CXO,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,D,Dominion Energy,Utilities,Multi-Utilities,"Richmond, Virginia",2016-11-30,0000715957,1983,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DAL,Delta Air Lines,Industrials,Passenger Airlines,"Atlanta, Georgia",2013-09-11,0000027904,1929,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DD,DuPont,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-06-03,0001666700,2017 (1802),current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,0000315189,1837,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DFS,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",2012-12-03,0000029534,1939,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",2002-12-12,0001022079,1967,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DHI,D. R. Horton,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,0000882184,1978,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,"Washington, D.C.",1998-11-18,0000313616,1969,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,"Burbank, California",1976-06-30,0001744489,1923,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DISCA,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,DISCK,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,DISH,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,DLR,Digital Realty,Real Estate,Data Center REITs,"Austin, Texas",2016-05-18,0001297996,2004,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia",2011-12-19,0000935703,1986,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,"Downers Grove, Illinois",1985-10-31,0000029905,1955,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,0001751788,2019 (1897),current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DRE,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",1995-05-31,0000940944,1938,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DTE,DTE Energy,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,0000936340,1995,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,0001326160,1904,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DVA,DaVita,Health Care,Health Care Services,"Denver, Colorado",2008-07-31,0000927066,1979,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,0001090012,1971,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,DXC,DXC Technology Co,,,,,0001688568,,sec_current_ticker_snapshot,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,0000712515,1982,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,"San Jose, California",2002-07-22,0001065088,1995,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,ECL,Ecolab,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1989-01-31,0000031462,1923,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,ED,Consolidated Edison,Utilities,Multi-Utilities,"New York City, New York",1957-03-04,0001047862,1823,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EFX,Equifax,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,0000033185,1899,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EIX,Edison International,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,0000827052,1886,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,"New York City, New York",2006-01-05,0001001250,1946,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EMN,EASTMAN CHEMICAL CO,,,,,0000915389,,sec_current_ticker_snapshot,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EMR,Emerson Electric,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,0000032604,1890,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,0000821189,1999,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EQIX,Equinix,Real Estate,Data Center REITs,"Redwood City, California",2015-03-20,0001101239,1998,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,"Chicago, Illinois",2001-12-03,0000906107,1969,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,ES,Eversource Energy,Utilities,Electric Utilities,"Hartford, Connecticut",2009-07-24,0000072741,1966,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,"San Mateo, California",2014-04-02,0000920522,1971,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,ETFC,,,,,,,,historical_membership_only,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,
2019,2020-01-01,2019-12-23,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",1957-03-04,0001551182,1911,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
2019,2020-01-01,2019-12-23,ETR,Entergy,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,0000065984,1913,current_table,https://raw.githubusercontent.com/fja05680/sp500/master/S%26P%20500%20Historical%20Components%20%26%20Changes%20(Updated).csv,https://en.wikipedia.org/w/index.php?title=List_of_S%26P_500_companies&printable=yes
