company_id,cik,accession_number,object_key,sha256,file_size,upload_status
S2021-001,0000066740,0000066740-22-000010,2021/sample_500/html/raw/0000066740/0000066740-22-000010.html,74c0e3090aaebab30fdfa1dd71313cedba171a87d13362e5a7b9f72b037e931f,6745566,uploaded
S2021-002,0000091142,0000091142-22-000028,2021/sample_500/html/raw/0000091142/0000091142-22-000028.html,10bd6a03c11b41ffddfc08ba64ea02968dac18a04c453e39ead16d6af976c4d9,2471981,uploaded
S2021-003,0000874761,0000874761-22-000022,2021/sample_500/html/raw/0000874761/0000874761-22-000022.html,b6a76521bfb878d684c563646f782fe6dbfb0f1db17aa2d6a28a41688917fe5a,8232519,uploaded
S2021-004,0001841666,0001784031-22-000009,2021/sample_500/html/raw/0001841666/0001784031-22-000009.html,20322db481f326825c9dfb7c13c0254fd9f458c405a447a082cba4dae1c56a3c,5879047,uploaded
S2021-005,0000732717,0000732717-22-000015,2021/sample_500/html/raw/0000732717/0000732717-22-000015.html,7d8bd7911f90cab690d6f23c5e7fc1871f3233797e2243ffe930df8067cf9f89,6394934,uploaded
S2021-006,0001551152,0001551152-22-000007,2021/sample_500/html/raw/0001551152/0001551152-22-000007.html,302ac908d9c808e0c9ba608a464743bcc16590175a6469dbd6e6c607d4c01036,4993086,uploaded
S2021-007,0000001800,0001104659-22-025141,2021/sample_500/html/raw/0000001800/0001104659-22-025141.html,e829e877ae6748d43eb9ff4e70b3a6b09df1700f528e2571a155fd1e786074eb,4169789,uploaded
S2021-008,0001467373,0001467373-21-000229,2021/sample_500/html/raw/0001467373/0001467373-21-000229.html,9515fdf67d9f13ed6ae7be095aebcb3b209e4032450e4aca701fb494e0cd0842,3398280,uploaded
S2021-009,0000796343,0000796343-22-000032,2021/sample_500/html/raw/0000796343/0000796343-22-000032.html,947744621c3be8472ace9347fc9ee1fc044051d8e3a4b106700864f9a119e076,3033404,uploaded
S2021-010,0001158449,0001158449-21-000036,2021/sample_500/html/raw/0001158449/0001158449-21-000036.html,f29ee95bc9445af6bcd7c90fbe097153b0af5209bcf07152289da5f51dcc10b0,2139614,uploaded
S2021-011,0000002488,0000002488-22-000016,2021/sample_500/html/raw/0000002488/0000002488-22-000016.html,5ab3b2564e1b5f18a1fc6b8b60a307abc3be32ee902a59955b3038c504dbfd36,2224329,uploaded
S2021-012,0000004977,0000004977-22-000058,2021/sample_500/html/raw/0000004977/0000004977-22-000058.html,cc2f8088a6b672d19f2230ee618f4c83daf684933168e17e58533093d18ed999,9807828,uploaded
S2021-013,0001090872,0001090872-21-000027,2021/sample_500/html/raw/0001090872/0001090872-21-000027.html,e59a39b46e62e58bfce254112d140e5df35ce5062e0314c225ffda2cbb0b0b6e,4539259,uploaded
S2021-014,0000002969,0000002969-21-000055,2021/sample_500/html/raw/0000002969/0000002969-21-000055.html,abb341bf45500baffedc02caadcd23fb66b87aa51bb1a52bdf9b2ebfb23ca75d,4525529,uploaded
S2021-015,0001086222,0001086222-22-000058,2021/sample_500/html/raw/0001086222/0001086222-22-000058.html,8f1d3626109d4ae2f0f39f294d8a6ffedb80525b8249917ef7205fb8e1d502d4,3041478,uploaded
S2021-016,0000766421,0000766421-22-000009,2021/sample_500/html/raw/0000766421/0000766421-22-000009.html,e38561df2ac33fa0b9e9af6217095ebf1e1ff5dd46cd93613a83d2bd13a12c65,3359948,uploaded
S2021-017,0000915913,0000915913-22-000027,2021/sample_500/html/raw/0000915913/0000915913-22-000027.html,e975cad693a4670b1b013a4465af5878ec464e7075744b7b363e16abbd8205a2,4703551,uploaded
S2021-018,0001035443,0001035443-22-000040,2021/sample_500/html/raw/0001035443/0001035443-22-000040.html,93b8755cadbacfade9c6bb9df4399c0379374c38dbfc0adf028f123b76867000,7912370,uploaded
S2021-019,0001097149,0001097149-22-000011,2021/sample_500/html/raw/0001097149/0001097149-22-000011.html,53d1469f7980d90e1d515cf9113813ad3242591a2ba9ceb7d0b6b80144142e66,2949460,uploaded
S2021-020,0001579241,0001579241-22-000019,2021/sample_500/html/raw/0001579241/0001579241-22-000019.html,de62aba3600ba7f7f99ce6f933d9e9189f274cc67aab434eb5241e3c8ecf18ff,3323717,uploaded
S2021-021,0000352541,0000352541-22-000020,2021/sample_500/html/raw/0000352541/0000352541-22-000020.html,d39ce06aa067851e2333bda96591fac8daee5a975d4b8ffc7d111f2a57c46c2d,7351387,uploaded
S2021-022,0000899051,0000899051-22-000015,2021/sample_500/html/raw/0000899051/0000899051-22-000015.html,92e9f457b5f9b4d7f14427de796bdb872ec96b2745358690cda6146fdd901c90,11007453,uploaded
S2021-023,0001652044,0001652044-22-000019,2021/sample_500/html/raw/0001652044/0001652044-22-000019.html,68c4b06d728f42e47efda7eda080c6ebaf5635f379d7b5e465f988c3d5980799,3015373,uploaded
S2021-024,0000764180,0000764180-22-000019,2021/sample_500/html/raw/0000764180/0000764180-22-000019.html,a76cc68162b346667525f202ec62a3ac884800e6b592f2b5c3889876c9e0010a,4744412,uploaded
S2021-025,0001018724,0001018724-22-000005,2021/sample_500/html/raw/0001018724/0001018724-22-000005.html,0205695d1e3f59964de27e80dc12eb3f947b5a7bc985cb39b35f114b0da0ea0d,2415621,uploaded
S2021-026,0001748790,0001748790-21-000031,2021/sample_500/html/raw/0001748790/0001748790-21-000031.html,f4c3209c3d6c58f4f805728de41e7f6abd5bbd28a5ebc56fa539f85e752531a9,4053208,uploaded
S2021-027,0001002910,0001002910-22-000038,2021/sample_500/html/raw/0001002910/0001002910-22-000038.html,4869c5362a1b436e8b8f25387f4c284f87167d6109c21b8a6d2b8b9190e3a66e,9504895,uploaded
S2021-028,0000006201,0000006201-22-000026,2021/sample_500/html/raw/0000006201/0000006201-22-000026.html,565ef4fb9df479d4e76669dfdd86d902e366d76eca6c7a616ac61f0bf69adfa8,7383715,uploaded
S2021-029,0000004904,0000004904-22-000024,2021/sample_500/html/raw/0000004904/0000004904-22-000024.html,602a4143957af49be86aca2f73de77887f13a5c285da4e8195b83d31007b148d,26240037,uploaded
