input_html,processed,skipped,warning,failed,parser_version,completed_at,input_sha_matches,company_results,analysis_text_files,structure_preserved_text_files,table_text_files,empty_analysis_text_files,output_sha_matches,paragraph_rows,unique_paragraph_ids,paragraph_companies,sentence_rows,unique_sentence_ids,sentence_companies,html_tag_residual_errors,script_style_residual_errors,xbrl_residual_errors,structural_input_errors,failed_after_3_attempts,quality_warning_companies
100,0,100,41,0,1.0.3,2026-07-29T12:02:33.690295+00:00,100,100,100,100,100,0,100,141796,141796,100,298250,298250,100,0,0,0,0,0,41
