company_id,cik,accession_number,object_key,sha256,file_size,upload_status
S2020-015,0000915913,0000915913-21-000018,2020/sample_500/html/raw/0000915913/0000915913-21-000018.html,350ed4a6030dd1d5daba743b408c8d02f66d268ec32b9342de1ef3a10f3ad21f,4448826,uploaded
S2020-016,0001035443,0001035443-21-000044,2020/sample_500/html/raw/0001035443/0001035443-21-000044.html,1b1365b15c89496af5a96b6de87a53c269b0f9cd4806139c4be4d0ec8e629880,7799253,uploaded
S2020-017,0001097149,0001097149-21-000007,2020/sample_500/html/raw/0001097149/0001097149-21-000007.html,0545af31e9ed35ea1c087fe7e312349373a2a77e5d63c67045971e604237733c,2924036,uploaded
S2020-018,0001579241,0001579241-21-000020,2020/sample_500/html/raw/0001579241/0001579241-21-000020.html,846918029d1dfdf497ed8eb250abf53b07ec6baf0cd2712eb7727c83822081e0,3608432,uploaded
S2020-019,0000352541,0000352541-21-000022,2020/sample_500/html/raw/0000352541/0000352541-21-000022.html,c1cb89ac752a58567fdf4c263c73672cdcd37d1d944f7f12a6570f64e1b8da55,7198330,uploaded
S2020-020,0000899051,0000899051-21-000011,2020/sample_500/html/raw/0000899051/0000899051-21-000011.html,da7e5dcce80e7cfd417c36cd20a2fe0453b2cfacd3f51f82327ca89f34486fca,11942557,uploaded
S2020-021,0001652044,0001652044-21-000010,2020/sample_500/html/raw/0001652044/0001652044-21-000010.html,9ee5750b4f58048b5bb71a3b8e44bd1ce4ea325ece584d263f05a7f3c7c4d99d,3194798,uploaded
S2020-022,0000764180,0000764180-21-000037,2020/sample_500/html/raw/0000764180/0000764180-21-000037.html,df93496df556f2ff5f6ebfff1fefbb5fa324d036e56775b968637b31a8efff38,4975624,uploaded
S2020-023,0001018724,0001018724-21-000004,2020/sample_500/html/raw/0001018724/0001018724-21-000004.html,0d0c2e486a61b2d691e0abf7ff5bd245713081b5ac7ce2d164f666d291ff9f3b,2455655,uploaded
S2020-024,0001748790,0001748790-20-000025,2020/sample_500/html/raw/0001748790/0001748790-20-000025.html,0e46fd40e171dfbf10bc46be16532d5420e1b632016b2f10e53719c04454bc68,5528216,uploaded
S2020-025,0001002910,0001002910-21-000065,2020/sample_500/html/raw/0001002910/0001002910-21-000065.html,07466784259dae057756a473fa06a896ac3cb24ee7abd6ac5774fac27d8d788d,9591808,uploaded
S2020-026,0000006201,0000006201-21-000014,2020/sample_500/html/raw/0000006201/0000006201-21-000014.html,a9a2b9717f203c143a79814e7fd65f20954e8883f66026d2be290af9066d2fab,7448494,uploaded
S2020-027,0000004904,0000004904-21-000010,2020/sample_500/html/raw/0000004904/0000004904-21-000010.html,150aa76c056a2fdf9095b0ae270e57f78efa99902a1de063484313acbf68f272,26017820,uploaded
S2020-028,0000004962,0000004962-21-000013,2020/sample_500/html/raw/0000004962/0000004962-21-000013.html,1c2a91c48f544cfaebd1d61cb596f7879fc62534497750fcdfb7e73a576551bf,5826682,uploaded
S2020-029,0000005272,0001104659-21-025742,2020/sample_500/html/raw/0000005272/0001104659-21-025742.html,6eb9088f5df8c70602613ffd36f4d53aa074d3475f661d3bf5ba29dc04319cbb,25888183,uploaded
S2020-030,0001053507,0001053507-21-000026,2020/sample_500/html/raw/0001053507/0001053507-21-000026.html,5e1d4feda5679fb3b6bd1dfd5d860bd1046141939137f35a5315b4e3bbd7d848,5289707,uploaded
S2020-031,0001410636,0001410636-21-000101,2020/sample_500/html/raw/0001410636/0001410636-21-000101.html,bf4ef81eca7baab72cc7b291ecd02c68f8d9193822cca73868381740ea748454,4586179,uploaded
S2020-032,0000820027,0000820027-21-000012,2020/sample_500/html/raw/0000820027/0000820027-21-000012.html,1fb1d7723167700e26e0c68995147c137dc3bf26e970f8e52627dce09d5d346e,8246541,uploaded
S2020-033,0001140859,0001140859-20-000050,2020/sample_500/html/raw/0001140859/0001140859-20-000050.html,d79ec90b79115cf4bc0bba7ebf7ee057fd7905317e43cdbcfde439393aa09a3d,2831601,uploaded
S2020-034,0001037868,0001037868-21-000007,2020/sample_500/html/raw/0001037868/0001037868-21-000007.html,4a73d06374bba4a9efd9cd017ab7a2e55b6269330efe5b6f88d4ea22b9503781,2852666,uploaded
S2020-035,0000318154,0000318154-21-000010,2020/sample_500/html/raw/0000318154/0000318154-21-000010.html,63e9d76e0cdcf4fd56a9ba8ed1d315c630e3cc91d11cd1861ee836130393e4af,4446756,uploaded
S2020-036,0000820313,0001558370-21-000881,2020/sample_500/html/raw/0000820313/0001558370-21-000881.html,06b51de2f020460a57688b25ee16c725c18b161a1d4d80df1f910766599d3bd4,5118049,uploaded
S2020-037,0000006281,0000006281-20-000156,2020/sample_500/html/raw/0000006281/0000006281-20-000156.html,f5d9c1ae761f98b46ce58a65248719ae6808b219d252880c0418768878ea2136,3436026,uploaded
S2020-038,0001156039,0001156039-21-000012,2020/sample_500/html/raw/0001156039/0001156039-21-000012.html,e8ebab211ff7cf39d7ad2bfe7f3f196136bd06ff42092ce3f2ca8eeb85014430,5762512,uploaded
S2020-039,0000315293,0001628280-21-002574,2020/sample_500/html/raw/0000315293/0001628280-21-002574.html,671baa5fbbd77e9b0d3214305a44c2788a4dccbf538402f75be51ff2fb40af15,4320439,uploaded
S2020-040,0000320193,0000320193-20-000096,2020/sample_500/html/raw/0000320193/0000320193-20-000096.html,518a1ef51a1b2dcabe513781323d71d34b1dc3a64061326a0064eebc9fc668ef,2467306,uploaded
S2020-041,0000006951,0000006951-20-000048,2020/sample_500/html/raw/0000006951/0000006951-20-000048.html,7759c33d23be89762918932ea2ba6dc207c47948bfc1dced205a8d54b56516cb,3882482,uploaded
S2020-042,0001521332,0001521332-21-000009,2020/sample_500/html/raw/0001521332/0001521332-21-000009.html,3251e52eaa059e6764f3f33b14956cba77d57d1bce3279729b1d6ce4c9ea4ae0,5322735,uploaded
S2020-043,0000007084,0000007084-21-000008,2020/sample_500/html/raw/0000007084/0000007084-21-000008.html,9769b5df8c6d12086f6fa95ec08d376464ceb0cc4c7eda43d14c48cfa3f7cd6d,4905715,uploaded
S2020-044,0001596532,0001596532-21-000049,2020/sample_500/html/raw/0001596532/0001596532-21-000049.html,12e8a2127762f028c7b178307c88a6489fb2ca3c27fc1551df99b6bd3c0f168c,3004614,uploaded
S2020-045,0000354190,0001564590-21-004555,2020/sample_500/html/raw/0000354190/0001564590-21-004555.html,691e22aa7804464f82307c9255239651d5524a9ee19c5b27f6ac2b2f0ef7d511,10518333,uploaded
S2020-046,0001267238,0001267238-21-000010,2020/sample_500/html/raw/0001267238/0001267238-21-000010.html,d5d713d8bf2b99e6f2e76be88d3cbd1c2aa44f44b80e7d7f37cba6a6e860b728,7745863,uploaded
S2020-047,0000731802,0000731802-20-000040,2020/sample_500/html/raw/0000731802/0000731802-20-000040.html,24d038a0827fbd5061b624c7063c0e9e1aac52dbd2d0c7f251850ba7ce6b3b5c,4415742,uploaded
S2020-048,0000866787,0001558370-20-011748,2020/sample_500/html/raw/0000866787/0001558370-20-011748.html,4791b3ec5d9acd661ffa3f81b81321af41f3d970d8c2b13c2ff11946bfb70e26,3140595,uploaded
S2020-049,0000769397,0000769397-20-000013,2020/sample_500/html/raw/0000769397/0000769397-20-000013.html,c9379c5ab3b1c9807f89b17d59f7c2245d5d5e4e9c73ab46d252484e81ef164e,3772027,uploaded
S2020-050,0000008670,0000008670-20-000032,2020/sample_500/html/raw/0000008670/0000008670-20-000032.html,3870da25f5d6fa8edf047fad4973a7ff07b312832004c064d4cd3f99a016eaef,4440522,uploaded
S2020-051,0000915912,0000915912-21-000004,2020/sample_500/html/raw/0000915912/0000915912-21-000004.html,c13e586c6bf8c7554508b86330585ec21aa8e7c27fbdffffca99d1f9811bb3a2,7990317,uploaded
S2020-052,0001037540,0001656423-21-000006,2020/sample_500/html/raw/0001037540/0001656423-21-000006.html,763ad9a0dea80bc70ca113d58459c794290c3880bde79b09b5e0a7fdb15d136f,9601770,uploaded
S2020-053,0001701605,0001701605-21-000026,2020/sample_500/html/raw/0001701605/0001701605-21-000026.html,18d163e37025981f72672d19b8c125ea90fe1d7da57cca0d055c7e704b0945b9,2986887,uploaded
S2020-054,0000009389,0001558370-21-001121,2020/sample_500/html/raw/0000009389/0001558370-21-001121.html,edb8638558c693cc26b4265e7ec563fb05b8a2068f15c567d8125cbb49db6dea,4822482,uploaded
S2020-055,0000070858,0000070858-21-000023,2020/sample_500/html/raw/0000070858/0000070858-21-000023.html,d7b1a4e25e058e9e641965c17e83ba878195f634a9331831c3c0ea0cf018b292,16273358,uploaded
S2020-056,0001390777,0001390777-21-000037,2020/sample_500/html/raw/0001390777/0001390777-21-000037.html,959a258d79c1db8aeaa9aee92c9d89f11752bebeec63f9dbdb2df3d667ee4306,1608608,uploaded
S2020-057,0000010456,0001628280-21-001867,2020/sample_500/html/raw/0000010456/0001628280-21-001867.html,5c705f32246d201a85a37f7b74d0a64c2c2892d4798437786f3881cffaeebb4c,4123774,uploaded
S2020-058,0000010795,0000010795-20-000055,2020/sample_500/html/raw/0000010795/0000010795-20-000055.html,288fe35408b39bf19fcdde68a69eef7e4e7e17f58f82cf7f6728d3ca436e0fd3,3848328,uploaded
S2020-059,0001067983,0001564590-21-009611,2020/sample_500/html/raw/0001067983/0001564590-21-009611.html,59724b0bdd7479559db3c6d83b8a6697b0f8e893307cd7a3f90d125e272c0f77,12645381,uploaded
S2020-060,0000764478,0000764478-20-000017,2020/sample_500/html/raw/0000764478/0000764478-20-000017.html,1d13ac0df3dfb9229d23a866deac31745125bd16fce93bd025a450b5abeab49e,9086723,uploaded
S2020-061,0000012208,0000012208-21-000012,2020/sample_500/html/raw/0000012208/0000012208-21-000012.html,6838a185ce3d92780a2c3723aedb44c6fd8d53bad8b1aa1958f3a1e329555cb9,3290531,uploaded
S2020-062,0000875045,0000875045-21-000010,2020/sample_500/html/raw/0000875045/0000875045-21-000010.html,ce2dd9ad4e04f22684c12f6ba328aa6c1e73c15ccce527ce54f7014e05fec787,5145141,uploaded
S2020-063,0000012927,0000012927-21-000011,2020/sample_500/html/raw/0000012927/0000012927-21-000011.html,aecdb6b6d0b9d4e54d1d903c9f180b905c8f20b83553e1181b41bbe104d64911,4538701,uploaded
S2020-064,0001075531,0001075531-21-000019,2020/sample_500/html/raw/0001075531/0001075531-21-000019.html,f2f244cc6aa29fbeff6c0f842223c3a3e001345ce04884a0e57614dff1ea1681,3502567,uploaded
S2020-065,0000908255,0000908255-21-000008,2020/sample_500/html/raw/0000908255/0000908255-21-000008.html,39384dcd9e2a9aea14b8473b9d7a8d7e6c64df801414d6b94e8a15fc07afac2e,4791098,uploaded
S2020-066,0000885725,0000885725-21-000008,2020/sample_500/html/raw/0000885725/0000885725-21-000008.html,733ca8c854e5110fc6456a736568a1d80eaefd07693212b257bf8f8b045c669e,4642144,uploaded
S2020-067,0000014272,0000014272-21-000066,2020/sample_500/html/raw/0000014272/0000014272-21-000066.html,a86e198381d31eacf1fd4b17e93e7a09c8b7f191c1941bec43467729b4f8b055,5654027,uploaded
S2020-068,0001730168,0001730168-20-000226,2020/sample_500/html/raw/0001730168/0001730168-20-000226.html,b782c90acc9a36272859eeeba7960f2744cee9a2c3b544efb887228465cf7d8b,4280979,uploaded
S2020-069,0001383312,0001383312-20-000055,2020/sample_500/html/raw/0001383312/0001383312-20-000055.html,0f70987a972aec9f49160a49e24caefb79e49842174b15164b9997cfa1e4f7d0,4875309,uploaded
S2020-070,0000014693,0000014693-20-000066,2020/sample_500/html/raw/0000014693/0000014693-20-000066.html,b48bd2a682d847537312d77f848716d954046c34abe9b911b55f0acedec0b0db,3145393,uploaded
S2020-071,0001043277,0001043277-21-000009,2020/sample_500/html/raw/0001043277/0001043277-21-000009.html,0dc705c25b4ded28bb6c9fb1d6a0af48191f12ce04a31f5336eca6719d6e26dc,2317775,uploaded
S2020-072,0001138118,0001138118-21-000012,2020/sample_500/html/raw/0001138118/0001138118-21-000012.html,543f0be15071719c61625fa52720a8be0be0c85b8b57605bf84f15e6689a4b65,4208697,uploaded
S2020-073,0001402057,0001402057-21-000022,2020/sample_500/html/raw/0001402057/0001402057-21-000022.html,dc2b65317240d77909429fc1a42f4426e327c72d65fdb0970228376b0097821c,3321422,uploaded
S2020-074,0001324404,0001324404-21-000008,2020/sample_500/html/raw/0001324404/0001324404-21-000008.html,5ac2bc00c66e2e47c073e35cbe63f957055cc0639701d08e109b7c5ccf23bd6b,4793697,uploaded
S2020-075,0001156375,0001156375-21-000020,2020/sample_500/html/raw/0001156375/0001156375-21-000020.html,d14f733a3de1d1de19e16ab650ea683394a3e0176b4bd8cf1693abba5c7a7147,3115178,uploaded
S2020-076,0000811156,0000811156-21-000016,2020/sample_500/html/raw/0000811156/0000811156-21-000016.html,4384fca82a8245b04d3a60f406384b1028911ff7f59851ca1d73865c2a54551e,7618998,uploaded
S2020-077,0000277948,0000277948-21-000014,2020/sample_500/html/raw/0000277948/0000277948-21-000014.html,159eb115c9b5557aa37078e9b5d4a41333d7a475a67c74edcd338796ebbfd8fd,2959630,uploaded
S2020-078,0000064803,0000064803-21-000011,2020/sample_500/html/raw/0000064803/0000064803-21-000011.html,4d50d96e1b6312f06fb108599e44a53dd164156276f39b851a43b0478c448008,5818574,uploaded
S2020-079,0000858470,0000858470-21-000013,2020/sample_500/html/raw/0000858470/0000858470-21-000013.html,4cc978a21fb54418712f494ea90afbc946e8d8695c236edc56222f26232ff4e0,3484477,uploaded
S2020-080,0000016732,0000016732-20-000111,2020/sample_500/html/raw/0000016732/0000016732-20-000111.html,7b804330612965e848f0d1dac94ceccaa77288a5af252de610ab405bf20fb41a,5816664,uploaded
S2020-081,0000927628,0000927628-21-000094,2020/sample_500/html/raw/0000927628/0000927628-21-000094.html,9dc29bde5919471da8585d89dd9200168735bed01f381c8d91bae4624d1bbbfb,10715968,uploaded
S2020-082,0001170010,0001170010-20-000033,2020/sample_500/html/raw/0001170010/0001170010-20-000033.html,480c4fb25a448d98c01544062b3ebdcdcb962ab3f26ab6559be1117d2dfbb2d6,3367558,uploaded
S2020-083,0000721371,0000721371-20-000089,2020/sample_500/html/raw/0000721371/0000721371-20-000089.html,9672b7114918e6884a2ce652dc1f678a7c774af85004d1dcd8a4730b8a229920,3569562,uploaded
S2020-084,0000815097,0000815097-21-000027,2020/sample_500/html/raw/0000815097/0000815097-21-000027.html,b072d1483c971e3b871585a8fb87e734003cd8175a066a458926eab0bdee6935,3817608,uploaded
S2020-085,0001783180,0001783180-21-000011,2020/sample_500/html/raw/0001783180/0001783180-21-000011.html,dc803fe95e6c3c0b64a4fe184c6e5bd711933b322395f9c0a199197730a035c0,3793474,uploaded
S2020-086,0000018230,0000018230-21-000063,2020/sample_500/html/raw/0000018230/0000018230-21-000063.html,de1963b8c1b0958262981afc4c60dfb043866b2da5fec9c4e10cec3d80bb275b,8443080,uploaded
S2020-087,0001374310,0001558370-21-001286,2020/sample_500/html/raw/0001374310/0001558370-21-001286.html,996623374e62e0562927e0b97a1834144373888b08fb456402532cc713367fd8,6869302,uploaded
S2020-088,0001306830,0001306830-21-000020,2020/sample_500/html/raw/0001306830/0001306830-21-000020.html,4e8c4e5225c36c831c1646c9b595835b442df2a83877802b9a820531bafbd2ca,4674976,uploaded
S2020-089,0001071739,0001071739-21-000039,2020/sample_500/html/raw/0001071739/0001071739-21-000039.html,8ca5911b7425904961b594a7253e4c6ef7bd7fc73eb3e17180b3811acbeea561,3537466,uploaded
S2020-090,0001130310,0001130310-21-000009,2020/sample_500/html/raw/0001130310/0001130310-21-000009.html,a8b77eaa1c4b7f06c2099f8cb22d7de20d8143aaed3c37eaa05436dcabe23de9,9838266,uploaded
S2020-091,0000316709,0000316709-21-000012,2020/sample_500/html/raw/0000316709/0000316709-21-000012.html,61be475138921d3b3a113cf4a63c39e62ea1b1ad42c1495e04aa6ef363d02f19,6601335,uploaded
S2020-092,0001091667,0001091667-21-000022,2020/sample_500/html/raw/0001091667/0001091667-21-000022.html,9fb86763658072c0782f455b00d43912225bdbedb7132245c150e5d26282497e,3590209,uploaded
S2020-093,0000093410,0000093410-21-000009,2020/sample_500/html/raw/0000093410/0000093410-21-000009.html,1a1279fc6370647e8cd04aca376da2af4c932b9a5634c077f26b215fc84d9d66,6836700,uploaded
S2020-094,0001058090,0001058090-21-000010,2020/sample_500/html/raw/0001058090/0001058090-21-000010.html,cad5038c6b0a786bb4d7a5c0e7682016cdded8340dfacd0b4fd71cf234615813,4751420,uploaded
S2020-095,0000896159,0000896159-21-000003,2020/sample_500/html/raw/0000896159/0000896159-21-000003.html,1e97fe89445e73e37c7b447ea3c5c13bc9f2a17c97d78564e0f73f884a04da41,12579409,uploaded
S2020-096,0000313927,0001564590-21-006669,2020/sample_500/html/raw/0000313927/0001564590-21-006669.html,12d317017254a5556132f7d6625bcc190dc7eaabe5e4dcd390cda6b22bee1ba8,5160512,uploaded
S2020-097,0001739940,0001739940-21-000007,2020/sample_500/html/raw/0001739940/0001739940-21-000007.html,df2e3ae6f6b71c7b010dde3764d0f9114143af0c37df6386f3fad8e5429619d9,6746861,uploaded
S2020-098,0000020286,0000020286-21-000013,2020/sample_500/html/raw/0000020286/0000020286-21-000013.html,18a5af10e122980cfec18c3e7c8f76a652a31b59da6e548845218fed7c532eb9,8404156,uploaded
S2020-099,0000723254,0000723254-20-000025,2020/sample_500/html/raw/0000723254/0000723254-20-000025.html,d83d9b41fd93ac9244abadc20b38919454f851bf54fc11fd814279e17c49d16b,3715256,uploaded
S2020-100,0000858877,0000858877-20-000010,2020/sample_500/html/raw/0000858877/0000858877-20-000010.html,35122965dc2f1936e2eefec00c20dad9290e6b7106ac935326e4fad8fc49ec0c,4917842,uploaded
S2020-101,0000831001,0000831001-21-000042,2020/sample_500/html/raw/0000831001/0000831001-21-000042.html,153a1241456ba90ec235b36a08821f8105dd4fb079bbe31bbd7c6970c0322232,20763110,uploaded
S2020-102,0000759944,0000759944-21-000034,2020/sample_500/html/raw/0000759944/0000759944-21-000034.html,9f5aeab0e5ff1015710d2fbc7f0fcfcf7dd19ffe96a4567739894e6cc771845b,7809425,uploaded
S2020-103,0000021076,0000021076-20-000016,2020/sample_500/html/raw/0000021076/0000021076-20-000016.html,656429176c585e4ba31486e9bbfd8a06511225bffe06544907b25eb5ef08c276,948436,uploaded
S2020-104,0000021344,0000021344-21-000008,2020/sample_500/html/raw/0000021344/0000021344-21-000008.html,45c4228d8bf08745ed61d506d153e764323f9fd41046440508933a62eb857910,5469179,uploaded
S2020-105,0001058290,0001058290-21-000031,2020/sample_500/html/raw/0001058290/0001058290-21-000031.html,276bdc9e4b7a2092fdbddd00ea637fb736788f2476b290b29a9be8c785be0570,3665765,uploaded
S2020-106,0000021665,0000021665-21-000007,2020/sample_500/html/raw/0000021665/0000021665-21-000007.html,50bea77593aed6f6931893940d1c5c52f712013e36adbf59994fc4cf80928688,4044081,uploaded
S2020-107,0001166691,0001166691-21-000008,2020/sample_500/html/raw/0001166691/0001166691-21-000008.html,7b58a223ccb1bf6992e58971c2d114eb493228c6be418d71083a28c932181e73,3371726,uploaded
S2020-108,0000023217,0001564590-20-033366,2020/sample_500/html/raw/0000023217/0001564590-20-033366.html,ea8b7ee3b1c1bca2738bbc23cf7e8ce249d43934a9292a2b274190f0dae683e4,7735982,uploaded
S2020-109,0001163165,0001562762-21-000027,2020/sample_500/html/raw/0001163165/0001562762-21-000027.html,e1830487ac4be7ae95258a00f581c0866aba2b78cf7062c8a54ca340c0739c50,5959798,uploaded
S2020-110,0001047862,0001047862-21-000049,2020/sample_500/html/raw/0001047862/0001047862-21-000049.html,11be65159eec4f87f015dbaa57050c92e70a3b9c4ab54b6f3e46bf3c7761c0c0,8608796,uploaded
S2020-111,0000016918,0000016918-20-000078,2020/sample_500/html/raw/0000016918/0000016918-20-000078.html,59024d96d01f7185eaf210a39c47b6f05516b13e32bc99e8d5e689c73073ecc8,6142506,uploaded
S2020-112,0000711404,0000711404-20-000042,2020/sample_500/html/raw/0000711404/0000711404-20-000042.html,7548ff676d0bb2798238106c35da9382dba42d3d85e31b6ef01fd7142fefca1a,3396840,uploaded
S2020-113,0000900075,0000900075-20-000021,2020/sample_500/html/raw/0000900075/0000900075-20-000021.html,9e5fcc8a81c8a93154029748d2153995d0e7aace6164e15fa8948ab8b168c276,3698028,uploaded
S2020-114,0000024741,0001562762-21-000023,2020/sample_500/html/raw/0000024741/0001562762-21-000023.html,6795fcc2def0732e7839c7ab8034c524d251813aae7c7679fea0b624a15037d5,13784910,uploaded
S2020-115,0001755672,0001755672-21-000008,2020/sample_500/html/raw/0001755672/0001755672-21-000008.html,ec4fd4c39286c04e0ee960ac72d4b8990e73aa1eec39460f452e46f043d3597d,7062580,uploaded
S2020-116,0000909832,0000909832-20-000017,2020/sample_500/html/raw/0000909832/0000909832-20-000017.html,3b4d70d6d49ff459f98e55c8ad541874a228f44cb22b551ce75b494d15c19684,2777058,uploaded
S2020-117,0001051470,0001051470-21-000031,2020/sample_500/html/raw/0001051470/0001051470-21-000031.html,238cc4d226005568e24a89b3a910704818fe50ad3d77359ae4b4b16032de974a,3179969,uploaded
S2020-118,0000026172,0000026172-21-000012,2020/sample_500/html/raw/0000026172/0000026172-21-000012.html,16a6c941e9fc0e80430f378d69a01ad67a0a417acf1de9940af013a0a18c27da,5776415,uploaded
S2020-119,0000882184,0000882184-20-000143,2020/sample_500/html/raw/0000882184/0000882184-20-000143.html,36284cc238fe1263f1ee6145d129c2a13df50511bdedf36a2b7f4858a194de47,3744255,uploaded
S2020-120,0000936340,0000936340-21-000112,2020/sample_500/html/raw/0000936340/0000936340-21-000112.html,14e0c6979183aec3899131621a3d4145f8b2c65d568b8d869a113bc1b4a58a09,8002082,uploaded
S2020-121,0001688568,0001688568-20-000032,2020/sample_500/html/raw/0001688568/0001688568-20-000032.html,3dc9685cb0a677b0abe713657fdc77e313e8697db07e7ad408b4538c722fa9d6,5973749,uploaded
S2020-122,0000927066,0000927066-21-000008,2020/sample_500/html/raw/0000927066/0000927066-21-000008.html,e182798836a347560f2db38e73042ea697284600c02ab097269bba90b2c3bb08,4214441,uploaded
S2020-123,0000313616,0000313616-21-000045,2020/sample_500/html/raw/0000313616/0000313616-21-000045.html,8ffa470ce72d453ab988fea47733fab9ec77e5ebf32f74a2946d4f16ae09cce0,4302597,uploaded
S2020-124,0000940944,0000940944-20-000046,2020/sample_500/html/raw/0000940944/0000940944-20-000046.html,c7fb3f8ef91cb6610c9fe8eaba620bbf3aad32517b53209154ee01590332075e,3904511,uploaded
S2020-125,0000315189,0001558370-20-014436,2020/sample_500/html/raw/0000315189/0001558370-20-014436.html,98b67833702242d384b89f57e8b801decdad1317f79bb6273dfe045181878dbf,9957841,uploaded
S2020-126,0000027904,0000027904-21-000003,2020/sample_500/html/raw/0000027904/0000027904-21-000003.html,a5dcec59793b525c4e432c98d4488f93948c64dac034bf3f875c4bafa38d6720,3623973,uploaded
S2020-127,0000818479,0000818479-21-000007,2020/sample_500/html/raw/0000818479/0000818479-21-000007.html,192ee80ea1b31bd10005502661da919d86f043547d189eb9da5cee3a5e31d5e0,4613751,uploaded
S2020-128,0001090012,0001564590-21-006239,2020/sample_500/html/raw/0001090012/0001564590-21-006239.html,280852ae5f8c401df1a84be450b6320ff3f99342bf1ac70cbe6ddd933bea771f,7867337,uploaded
S2020-129,0001093557,0001093557-21-000024,2020/sample_500/html/raw/0001093557/0001093557-21-000024.html,aff5d47102cb698f56a4190f0f9dd67efdafae04ecfe2440d4b1dc1640f3b51d,2876514,uploaded
S2020-130,0001539838,0001539838-21-000015,2020/sample_500/html/raw/0001539838/0001539838-21-000015.html,6c395e21696932120591a645229ea87b37e121986ea08ef4801da328bfdeec8f,4255150,uploaded
S2020-131,0001297996,0001558370-21-002191,2020/sample_500/html/raw/0001297996/0001558370-21-002191.html,f319a0e1c362ab66351901868f16cb52f34f4632610795562646cfa2d92640eb,11557121,uploaded
S2020-132,0000029534,0001558370-20-002915,2020/sample_500/html/raw/0000029534/0001558370-20-002915.html,20491ce563b467c24d02e46521efd834e6887bc73ff4516e46ec38a6104223a3,2546837,uploaded
S2020-133,0000935703,0000935703-20-000006,2020/sample_500/html/raw/0000935703/0000935703-20-000006.html,d874df11e43c02ad845c3457b848db088f5673b2c534a25150cc280f966dd336,2521506,uploaded
S2020-134,0000715957,0001564590-21-008442,2020/sample_500/html/raw/0000715957/0001564590-21-008442.html,7738281268cbeca6671055c55f3530f341e01136d05966649fb6cea47de3cd7c,19293027,uploaded
S2020-135,0000029905,0000029905-21-000010,2020/sample_500/html/raw/0000029905/0000029905-21-000010.html,62ef4298f58ebb265b06e2740da206117e44fc698cdb16cfa67ee9be006fc70e,4404802,uploaded
