variable,ai_sentence_count,log1p_ai_sentence_count,ai_concreteness,ai_past_tense_share,ai_present_tense_share,ai_future_tense_share,ai_lm_positive_share,ai_lm_negative_share,ai_lm_uncertainty_share,ai_passive_voice_sentence_share,ai_fog_index,log_report_word_count
ai_sentence_count,1.0,0.8371301166914957,-0.0431272099043958,-0.019515897887852986,0.0130706560809636,0.008441243858127744,-0.059524159565985814,0.027233721429024662,0.006693206926767649,0.014919946474275815,-0.11872206360910383,0.047981373000032544
log1p_ai_sentence_count,0.8371301166914957,1.0,-0.1662174115675488,-0.07470576972684023,0.057325407093787396,0.018279974477617464,-0.0952590260870251,0.13967471164457074,0.10937089976629258,0.03778066209899336,-0.1528773169652833,0.08513740974575204
ai_concreteness,-0.0431272099043958,-0.1662174115675488,1.0,0.21018985827346953,-0.16936484462621884,-0.03589020803784055,0.03291903385500522,-0.4677309524955477,-0.5451457204203005,-0.01030924743325876,-0.042858547850838216,-0.14759601443999906
ai_past_tense_share,-0.019515897887852986,-0.07470576972684023,0.21018985827346953,1.0,-0.8552952465292367,-0.07544268741145395,0.09259039289714735,-0.15897892263373664,-0.17321417399554323,-0.0317212159236209,-0.04679739926733355,0.014432202151860196
ai_present_tense_share,0.0130706560809636,0.057325407093787396,-0.16936484462621884,-0.8552952465292367,1.0,-0.4521385460030577,-0.13199688261853323,0.1799745258130342,0.18346775659460113,0.053678982815638376,0.06163837645720831,-0.0036883876627655503
ai_future_tense_share,0.008441243858127744,0.018279974477617464,-0.03589020803784055,-0.07544268741145395,-0.4521385460030577,1.0,0.09463625746578508,-0.07268434615112336,-0.05490187888540267,-0.04869782849902256,-0.03806277464416069,-0.01774593106202927
ai_lm_positive_share,-0.059524159565985814,-0.0952590260870251,0.03291903385500522,0.09259039289714735,-0.13199688261853323,0.09463625746578508,1.0,-0.19281979100296875,-0.1668346374327497,-0.11993311307376135,-0.022488689208951546,-0.07099026688225774
ai_lm_negative_share,0.027233721429024662,0.13967471164457074,-0.4677309524955477,-0.15897892263373664,0.1799745258130342,-0.07268434615112336,-0.19281979100296875,1.0,0.39048367975710724,0.15257672994229582,0.05938762530712461,0.03871819289041737
ai_lm_uncertainty_share,0.006693206926767649,0.10937089976629258,-0.5451457204203005,-0.17321417399554323,0.18346775659460113,-0.05490187888540267,-0.1668346374327497,0.39048367975710724,1.0,-0.04876983761397845,-0.02500400408857654,0.06531343186786681
ai_passive_voice_sentence_share,0.014919946474275815,0.03778066209899336,-0.01030924743325876,-0.0317212159236209,0.053678982815638376,-0.04869782849902256,-0.11993311307376135,0.15257672994229582,-0.04876983761397845,0.9999999999999999,0.06803663511428414,-0.0028884277836000198
ai_fog_index,-0.11872206360910383,-0.1528773169652833,-0.042858547850838216,-0.04679739926733355,0.06163837645720831,-0.03806277464416069,-0.022488689208951546,0.05938762530712461,-0.02500400408857654,0.06803663511428414,1.0,-0.02341273639165562
log_report_word_count,0.047981373000032544,0.08513740974575204,-0.14759601443999906,0.014432202151860196,-0.0036883876627655503,-0.01774593106202927,-0.07099026688225774,0.03871819289041737,0.06531343186786681,-0.0028884277836000198,-0.02341273639165562,1.0
