variable,report_year,mean_value,year_over_year_absolute_change,year_over_year_change_rate,change_from_2020
ai_disclosure_all,2006,0.0,,,0.0
ai_disclosure_all,2007,0.0,0.0,,0.0
ai_disclosure_all,2008,0.0,0.0,,0.0
ai_disclosure_all,2009,0.02564102564102564,0.02564102564102564,,0.02564102564102564
ai_disclosure_all,2010,0.021739130434782608,-0.003901895206243032,-0.15217391304347824,0.021739130434782608
ai_disclosure_all,2011,0.0392156862745098,0.017476555839727195,0.803921568627451,0.0392156862745098
ai_disclosure_all,2012,0.028985507246376812,-0.010230179028132991,-0.2608695652173913,0.028985507246376812
ai_disclosure_all,2013,0.020833333333333332,-0.00815217391304348,-0.28125000000000006,0.020833333333333332
ai_disclosure_all,2014,0.014705882352941176,-0.006127450980392156,-0.2941176470588235,0.014705882352941176
ai_disclosure_all,2015,0.022222222222222223,0.007516339869281047,0.5111111111111112,0.022222222222222223
ai_disclosure_all,2016,0.04032258064516129,0.018100358422939066,0.8145161290322579,0.04032258064516129
ai_disclosure_all,2017,0.10610932475884244,0.06578674411368116,1.6315112540192926,0.10610932475884244
ai_disclosure_all,2018,0.16666666666666666,0.06055734190782422,0.5707070707070707,0.16666666666666666
ai_disclosure_all,2019,0.22448979591836735,0.05782312925170069,0.34693877551020413,0.22448979591836735
ai_disclosure_all,2020,0.2757847533632287,0.05129495744486137,0.22849571952710976,0.2757847533632287
ai_disclosure_all,2021,0.3116883116883117,0.03590355832508296,0.13018688628444716,0.3116883116883117
ai_disclosure_all,2022,0.35456475583864117,0.042876444150329485,0.1375619249823071,0.35456475583864117
ai_disclosure_all,2023,0.6826722338204593,0.3281074779818181,0.9253809708349482,0.6826722338204593
ai_disclosure_all,2024,0.8850102669404517,0.20233803311999243,0.2963911861298972,0.8850102669404517
ai_disclosure_all,2025,0.9669421487603306,0.08193188181987887,0.09257732354125525,0.9669421487603306
ai_disclosure_disclosers,2006,,,,
ai_disclosure_disclosers,2007,,,,
ai_disclosure_disclosers,2008,,,,
ai_disclosure_disclosers,2009,1.0,,,
ai_disclosure_disclosers,2010,1.0,0.0,0.0,
ai_disclosure_disclosers,2011,1.0,0.0,0.0,
ai_disclosure_disclosers,2012,1.0,0.0,0.0,
ai_disclosure_disclosers,2013,1.0,0.0,0.0,
ai_disclosure_disclosers,2014,1.0,0.0,0.0,
ai_disclosure_disclosers,2015,1.0,0.0,0.0,
ai_disclosure_disclosers,2016,1.0,0.0,0.0,
ai_disclosure_disclosers,2017,1.0,0.0,0.0,
ai_disclosure_disclosers,2018,1.0,0.0,0.0,
ai_disclosure_disclosers,2019,1.0,0.0,0.0,
ai_disclosure_disclosers,2020,1.0,0.0,0.0,
ai_disclosure_disclosers,2021,1.0,0.0,0.0,
ai_disclosure_disclosers,2022,1.0,0.0,0.0,
ai_disclosure_disclosers,2023,1.0,0.0,0.0,
ai_disclosure_disclosers,2024,1.0,0.0,0.0,
ai_disclosure_disclosers,2025,1.0,0.0,0.0,
ai_sentence_count_all,2006,0.0,,,0.0
ai_sentence_count_all,2007,0.0,0.0,,0.0
ai_sentence_count_all,2008,0.0,0.0,,0.0
ai_sentence_count_all,2009,0.02564102564102564,0.02564102564102564,,0.02564102564102564
ai_sentence_count_all,2010,0.021739130434782608,-0.003901895206243032,-0.15217391304347824,0.021739130434782608
ai_sentence_count_all,2011,0.0392156862745098,0.017476555839727195,0.803921568627451,0.0392156862745098
ai_sentence_count_all,2012,0.043478260869565216,0.004262574595055413,0.10869565217391303,0.043478260869565216
ai_sentence_count_all,2013,0.020833333333333332,-0.022644927536231884,-0.5208333333333334,0.020833333333333332
ai_sentence_count_all,2014,0.014705882352941176,-0.006127450980392156,-0.2941176470588235,0.014705882352941176
ai_sentence_count_all,2015,0.07222222222222222,0.057516339869281036,3.9111111111111105,0.07222222222222222
ai_sentence_count_all,2016,0.1774193548387097,0.10519713261648747,1.4565756823821343,0.1774193548387097
ai_sentence_count_all,2017,0.4340836012861736,0.25666424644746394,1.4466530254311603,0.4340836012861736
ai_sentence_count_all,2018,0.6953125,0.2612288987138264,0.6017939814814816,0.6953125
ai_sentence_count_all,2019,0.9795918367346939,0.28427933673469385,0.4088511809218069,0.9795918367346939
ai_sentence_count_all,2020,1.3789237668161436,0.39933193008144974,0.40765134529147995,1.3789237668161436
ai_sentence_count_all,2021,1.5952380952380953,0.21631432842195175,0.15687185443283003,1.5952380952380953
ai_sentence_count_all,2022,1.872611464968153,0.27737336973005755,0.17387584371137935,1.872611464968153
ai_sentence_count_all,2023,6.225469728601253,4.3528582636331,2.324485535341485,6.225469728601253
ai_sentence_count_all,2024,11.706365503080082,5.48089577447883,0.8803987511654459,11.706365503080082
ai_sentence_count_all,2025,17.892561983471076,6.1861964803909935,0.5284472348623774,17.892561983471076
ai_sentence_count_disclosers,2006,,,,
ai_sentence_count_disclosers,2007,,,,
ai_sentence_count_disclosers,2008,,,,
ai_sentence_count_disclosers,2009,1.0,,,
ai_sentence_count_disclosers,2010,1.0,0.0,0.0,
ai_sentence_count_disclosers,2011,1.0,0.0,0.0,
ai_sentence_count_disclosers,2012,1.5,0.5,0.5,
ai_sentence_count_disclosers,2013,1.0,-0.5,-0.3333333333333333,
ai_sentence_count_disclosers,2014,1.0,0.0,0.0,
ai_sentence_count_disclosers,2015,3.25,2.25,2.25,
ai_sentence_count_disclosers,2016,4.4,1.1500000000000004,0.353846153846154,
ai_sentence_count_disclosers,2017,4.090909090909091,-0.3090909090909095,-0.07024793388429762,
ai_sentence_count_disclosers,2018,4.171875,0.08096590909090917,0.019791666666666687,
ai_sentence_count_disclosers,2019,4.363636363636363,0.1917613636363633,0.04596527068437173,
ai_sentence_count_disclosers,2020,5.0,0.6363636363636367,0.14583333333333343,
ai_sentence_count_disclosers,2021,5.118055555555555,0.11805555555555536,0.023611111111111072,
ai_sentence_count_disclosers,2022,5.281437125748503,0.1633815701929473,0.031922586306356054,
ai_sentence_count_disclosers,2023,9.119266055045872,3.837828929297369,0.72666375418669,
ai_sentence_count_disclosers,2024,13.227378190255221,4.10811213520935,0.45048714561148806,
ai_sentence_count_disclosers,2025,18.504273504273506,5.276895314018285,0.3989373584181513,
whole_report_concreteness_all,2006,2.9582774883333336,,,0.0
whole_report_concreteness_all,2007,2.962718763,0.004441274666666217,0.0015013042840576766,0.004441274666666217
whole_report_concreteness_all,2008,2.955034749142857,-0.007684013857142791,-0.0025935684321795314,-0.0032427391904765734
whole_report_concreteness_all,2009,2.945210168974359,-0.009824580168498187,-0.003324691924975814,-0.01306731935897476
whole_report_concreteness_all,2010,2.94446437826087,-0.000745790713488681,-0.0002532215599908768,-0.013813110072463441
whole_report_concreteness_all,2011,2.93290956372549,-0.01155481453538032,-0.003924250067581086,-0.02536792460784376
whole_report_concreteness_all,2012,2.9321778830434786,-0.0007316806820112376,-0.00024947263668158586,-0.026099605289855
whole_report_concreteness_all,2013,2.9342402196874997,0.002062336644021112,0.0007033463610606368,-0.024037268645833887
whole_report_concreteness_all,2014,2.930681361691176,-0.0035588579963237166,-0.0012128720656356961,-0.027596126642157603
whole_report_concreteness_all,2015,2.9286414033333332,-0.002039958357842764,-0.0006960696527805355,-0.029636085000000367
whole_report_concreteness_all,2016,2.922362552419355,-0.0062788509139783955,-0.0021439466459881045,-0.03591493591397876
whole_report_concreteness_all,2017,2.917254283022508,-0.005108269396846943,-0.0017479930382415854,-0.041023205310825706
whole_report_concreteness_all,2018,2.913220973125,-0.004033309897507831,-0.0013825705633480124,-0.045056515208333536
whole_report_concreteness_all,2019,2.9084264399092965,-0.004794533215703556,-0.0016457842573337235,-0.04985104842403709
whole_report_concreteness_all,2020,2.9040343928026906,-0.004392047106605901,-0.0015101111193112635,-0.05424309553064299
whole_report_concreteness_all,2021,2.9030481245238096,-0.0009862682788810417,-0.00033962004076996895,-0.055229363809524035
whole_report_concreteness_all,2022,2.902210867983015,-0.0008372565407945842,-0.00028840601494745127,-0.05606662035031862
whole_report_concreteness_all,2023,2.8987624537787053,-0.0034484142043096355,-0.0011882024984305232,-0.059515034554628254
whole_report_concreteness_all,2024,2.89629148412731,-0.0024709696513953716,-0.0008524222632228174,-0.061986004206023626
whole_report_concreteness_all,2025,2.8920207106404954,-0.004270773486814594,-0.001474566185834515,-0.06625677769283822
ai_concreteness_all,2006,,,,
ai_concreteness_all,2007,,,,
ai_concreteness_all,2008,,,,
ai_concreteness_all,2009,2.98454545,,,
ai_concreteness_all,2010,2.71692308,-0.2676223700000002,-0.08966939002386451,
ai_concreteness_all,2011,2.73703297,0.020109890000000075,0.007401714884029796,
ai_concreteness_all,2012,3.222444445,0.4854114749999998,0.17734951691137277,
ai_concreteness_all,2013,2.88709091,-0.33535353499999987,-0.10406805787461756,
ai_concreteness_all,2014,2.996728395,0.10963748499999992,0.037975071938417045,
ai_concreteness_all,2015,2.98043464,-0.016293754999999965,-0.005437181102960773,
ai_concreteness_all,2016,3.08189497,0.1014603300000001,0.034042125480060886,
ai_concreteness_all,2017,3.0573025687878794,-0.024592401212120585,-0.007979636376810267,
ai_concreteness_all,2018,2.993203204375,-0.06409936441287956,-0.02096598650956973,
ai_concreteness_all,2019,3.001840639292929,0.00863743491792901,0.0028856827713214218,
ai_concreteness_all,2020,2.9943537375609752,-0.007486901731953655,-0.0024941036622507596,
ai_concreteness_all,2021,2.9847157150694446,-0.009638022491530673,-0.0032187320992279425,
ai_concreteness_all,2022,2.9506996165662653,-0.034016098503179215,-0.011396763293547966,
ai_concreteness_all,2023,2.7924809112844033,-0.158218705281862,-0.05362074282097932,
ai_concreteness_all,2024,2.7411476831322505,-0.0513332281521528,-0.018382660359365553,
ai_concreteness_all,2025,2.7356576442521368,-0.00549003888011379,-0.002002824916693449,
ai_concreteness_disclosers,2006,,,,
ai_concreteness_disclosers,2007,,,,
ai_concreteness_disclosers,2008,,,,
ai_concreteness_disclosers,2009,2.98454545,,,
ai_concreteness_disclosers,2010,2.71692308,-0.2676223700000002,-0.08966939002386451,
ai_concreteness_disclosers,2011,2.73703297,0.020109890000000075,0.007401714884029796,
ai_concreteness_disclosers,2012,3.222444445,0.4854114749999998,0.17734951691137277,
ai_concreteness_disclosers,2013,2.88709091,-0.33535353499999987,-0.10406805787461756,
ai_concreteness_disclosers,2014,2.996728395,0.10963748499999992,0.037975071938417045,
ai_concreteness_disclosers,2015,2.98043464,-0.016293754999999965,-0.005437181102960773,
ai_concreteness_disclosers,2016,3.0818949700000005,0.10146033000000054,0.03404212548006104,
ai_concreteness_disclosers,2017,3.0573025687878785,-0.024592401212121917,-0.007979636376810697,
ai_concreteness_disclosers,2018,2.9932032043750003,-0.06409936441287822,-0.0209659865095693,
