variable,ai_disclosure,ai_sentence_count,log1p_ai_sentence_count,whole_report_concreteness,ai_concreteness,past_tense_share,present_tense_share,future_tense_share,ai_past_tense_share,ai_present_tense_share,ai_future_tense_share,lm_positive_share,lm_negative_share,lm_uncertainty_share,passive_voice_sentence_share,fog_index,ai_lm_positive_share,ai_lm_negative_share,ai_lm_uncertainty_share,ai_passive_voice_sentence_share,ai_fog_index,log_report_word_count,report_word_count,numeric_token_share,average_word_length,lexical_density,root_type_token_ratio
ai_disclosure,1.0,0.9628607798194844,0.9628236463384274,-0.23098258725981718,,-0.3553761856406138,0.3747903762493975,-0.13124197054420478,,,,0.2651515266083907,0.29621298342119534,0.2726138503616913,-0.1538249791075991,0.1781553881083876,,,,,,0.1662661948441904,0.1662661948441904,-0.3707924101224005,0.21971135509073864,0.07632252176029071,0.22391991146728343
ai_sentence_count,0.9628607798194844,1.0,0.999961434215792,-0.25570149589907726,-0.17132921465418754,-0.38370066378283707,0.40309494849984573,-0.12940440838051773,0.2903475669393015,-0.27295766127640075,0.4342556112551011,0.28438126896612587,0.32428881486088235,0.29450943709570515,-0.17049751211593994,0.19054592563154232,0.07320860981498005,0.3599532662993792,0.2817806767023882,0.4105545794865497,-0.16647908462843825,0.17579260155720663,0.17579260155720663,-0.40315421746793023,0.23239753902829,0.07470494759895414,0.2335407925790373
log1p_ai_sentence_count,0.9628236463384275,0.999961434215792,1.0,-0.25577951840523,-0.16836910125846807,-0.3833872132864659,0.4027511359991006,-0.12924883166761253,0.2900738869279709,-0.2732291739041501,0.4343873666529004,0.2842357649715664,0.32415557220370417,0.2943987103890336,-0.17049688843402253,0.1904254259140275,0.07431272270072466,0.3573134520022046,0.2789368386122991,0.40974175642991506,-0.1680232603086698,0.17572801410317127,0.17572801410317127,-0.4030517208580446,0.23215116554929985,0.0744842602614198,0.23327447840808346
whole_report_concreteness,-0.23098258725981718,-0.25570149589907726,-0.25577951840523,0.9999999999999999,0.14102954109618868,0.2986276138173626,-0.28898818224924044,-0.006318319309046479,-0.04181714669272747,0.0035304161483979833,-0.06365389494848467,-0.117029365499371,-0.4411170898072482,-0.5466130435539257,-0.1306790475291218,-0.38124825432770376,0.029976624399813915,-0.0621646494595027,-0.08634301803542423,-0.09547086536207959,0.023301385038225323,-0.2637762785992495,-0.2637762785992495,0.3840016198454904,-0.23296237296840192,0.15295715993863043,0.13198771090939754
ai_concreteness,,-0.17132921465418752,-0.1683691012584681,0.14102954109618868,1.0,0.0507966023690979,-0.07373651646819605,0.08866789749156288,0.1538585851293125,-0.10030399574240435,-0.10284362484586611,0.12995059537878512,-0.03200734868916007,-0.03196105404064945,-0.16768976420996953,-0.16919573180452693,0.07870334154746239,-0.5660085615843022,-0.6291243291405294,-0.10075394306684769,-0.051487401619381895,-0.14449045489389853,-0.14449045489389853,-0.007039988233831763,-0.10869747054382212,-0.1556214665241791,0.1331996867749706
past_tense_share,-0.3553761856406138,-0.3837006637828371,-0.38338721328646597,0.2986276138173626,0.050796602369097894,1.0,-0.9767702575793686,-0.024062479028660055,-0.04821387966076995,0.022480575377562855,-0.12088495793715975,-0.2509691446254259,-0.2442030664101245,-0.4193557977152371,0.07549476182560162,-0.14150575143229083,0.003257152636326284,-0.09771552924123166,-0.07636781005078444,-0.09266426025293681,0.07750212809222004,0.0464334153169197,0.0464334153169197,0.7022408914260488,-0.13473614971590475,0.005592908093129022,-0.2821268262637248
present_tense_share,0.3747903762493975,0.40309494849984573,0.4027511359991006,-0.2889881822492404,-0.07373651646819604,-0.9767702575793686,1.0,-0.16283283377665486,0.05794968010142735,-0.01957140678200008,0.10539076938571472,0.24751547225147658,0.250607199452185,0.4062594460577551,-0.07966374856056761,0.12309742046228841,0.006641581029867352,0.11225579574890084,0.08985549360135012,0.0900830412228825,-0.04990877198719248,-0.0644744191304784,-0.0644744191304784,-0.6883242038967887,0.202027636043034,0.07454356880002669,0.2966194137090771
future_tense_share,-0.1312419705442048,-0.12940440838051773,-0.1292488316676125,-0.006318319309046479,0.08866789749156287,-0.024062479028660058,-0.16283283377665486,1.0,-0.019765457974832194,-0.01404683641041,0.04962781823335064,0.01755008113429441,-0.04386898566746771,0.037639348822811405,-0.008051083738156665,0.06571362610038857,-0.04046056631048543,-0.06276527086554268,-0.05215274361900012,0.011173183248028382,-0.12280129299192426,0.07221152644052477,0.07221152644052477,-0.020862135455708027,-0.32987315990913035,-0.38517842764213184,-0.03769171013762576
ai_past_tense_share,,0.2903475669393015,0.2900738869279709,-0.04181714669272748,0.1538585851293125,-0.04821387966076994,0.05794968010142734,-0.019765457974832194,1.0,-0.8066741776879608,0.10586500795890064,0.18480860513203856,0.05962723550636318,-0.01155422693339826,-0.0960044291977144,-0.020247069689168447,0.11275502862468825,-0.0822120144265155,-0.13265698959084346,0.08086594460756,-0.07208696709745936,0.042382427482677155,0.042382427482677155,-0.10136889223616542,0.033884800724667694,0.0008099107908332533,0.06344923012143608
ai_present_tense_share,,-0.27295766127640075,-0.27322917390415014,0.003530416148397983,-0.10030399574240435,0.02248057537756285,-0.01957140678200008,-0.01404683641041,-0.8066741776879608,0.9999999999999999,-0.5380832826397243,-0.18112752105859223,-0.05494050575750424,0.029092952529822035,0.06092020689344442,0.005713245312279367,-0.12138852042887358,0.09014379554339008,0.11186867352209981,-0.06725207056958732,0.0854175770303946,-0.03516213442531098,-0.03516213442531098,0.0625957733970799,-0.05578458459381254,-0.023112619634684736,-0.05536391450555406
ai_future_tense_share,,0.4342556112551011,0.4343873666529004,-0.06365389494848467,-0.10284362484586611,-0.12088495793715975,0.10539076938571472,0.04962781823335065,0.10586500795890062,-0.5380832826397242,1.0,0.09150534243477083,0.12730271543528413,0.06812593271971384,-0.06297495403574711,0.07355624594769151,0.05188991665338102,0.09130432787607111,0.09074384954915309,0.15778365670164396,-0.10089216564650505,0.015173783222541799,0.015173783222541799,-0.11874935389468486,0.07718681676465526,0.02348469841638916,0.04861122735580346
lm_positive_share,0.2651515266083907,0.28438126896612587,0.2842357649715664,-0.11702936549937101,0.12995059537878512,-0.2509691446254259,0.2475154722514766,0.01755008113429441,0.18480860513203856,-0.18112752105859223,0.09150534243477082,1.0,0.22916464601563832,0.2541342238680793,-0.29775385306181473,0.024561139473954816,0.15869505920528137,-0.06346532284892296,-0.07921799223345283,-0.005855830408016488,-0.06922526564826187,-0.1922528041012144,-0.1922528041012144,-0.3460580590198599,0.154184044048785,-0.12181918927407476,0.5183727187905813
lm_negative_share,0.29621298342119534,0.3242888148608824,0.32415557220370417,-0.4411170898072482,-0.03200734868916007,-0.2442030664101245,0.250607199452185,-0.04386898566746771,0.059627235506363174,-0.05494050575750424,0.12730271543528413,0.22916464601563832,1.0,0.58581733663427,-0.16418475311908187,0.22739251074679181,-0.12067641242233874,0.05894439495666455,0.06375506255810941,0.1195240608092916,0.019929809856712083,0.14977981900787685,0.14977981900787685,-0.43847996355680463,0.18331733310083775,-0.05981726196880213,0.2973866878837938
lm_uncertainty_share,0.2726138503616913,0.2945094370957052,0.29439871038903354,-0.5466130435539256,-0.03196105404064946,-0.4193557977152371,0.40625944605775505,0.037639348822811405,-0.01155422693339826,0.029092952529822032,0.06812593271971384,0.2541342238680793,0.58581733663427,1.0,-0.1136130366964299,0.20542627551424442,-0.07781963651868513,0.07787895846404466,0.11734664494242007,0.1041059976804999,0.012427460194698382,0.06754523790711117,0.06754523790711117,-0.48804532128983386,0.10005679304267283,-0.18957968215014825,0.15738088733346267
passive_voice_sentence_share,-0.15382497910759907,-0.17049751211593994,-0.17049688843402253,-0.1306790475291218,-0.16768976420996953,0.07549476182560162,-0.0796637485605676,-0.008051083738156665,-0.09600442919771442,0.06092020689344442,-0.06297495403574711,-0.29775385306181473,-0.16418475311908187,-0.11361303669642989,1.0,0.24257331148584851,-0.05346537716214417,0.07460481057164789,0.13529765846602756,0.04789150060455521,0.13370248851937125,0.22062253663230605,0.22062253663230605,0.0917568855999111,0.06639104559973437,0.07740457515731035,-0.3510702426476436
fog_index,0.1781553881083876,0.19054592563154232,0.1904254259140275,-0.38124825432770376,-0.16919573180452693,-0.1415057514322908,0.12309742046228841,0.06571362610038857,-0.020247069689168447,0.005713245312279367,0.07355624594769153,0.024561139473954816,0.2273925107467918,0.20542627551424442,0.2425733114858485,0.9999999999999999,-0.059028952485086134,0.107110370106894,0.15384388314025574,0.1635684775138214,0.18917133630074426,0.4603304802728827,0.4603304802728827,-0.27059627476307835,0.3354495091008417,0.11806065061239276,-0.18754006597008605
ai_lm_positive_share,,0.07320860981498005,0.07431272270072466,0.029976624399813915,0.07870334154746239,0.003257152636326284,0.006641581029867352,-0.04046056631048543,0.11275502862468825,-0.12138852042887359,0.05188991665338102,0.15869505920528137,-0.12067641242233876,-0.07781963651868515,-0.053465377162144175,-0.05902895248508613,1.0,-0.13433854828371683,-0.1406163280506593,-0.07333332769083173,0.021537068785966708,-0.09255800526435407,-0.09255800526435407,0.0075150583403089544,0.03304339738571764,0.04448805883590138,0.04585277996360093
ai_lm_negative_share,,0.3599532662993792,0.35731345200220466,-0.06216464945950269,-0.5660085615843022,-0.09771552924123167,0.11225579574890084,-0.06276527086554268,-0.0822120144265155,0.09014379554339008,0.09130432787607111,-0.06346532284892295,0.05894439495666455,0.07787895846404466,0.07460481057164788,0.107110370106894,-0.13433854828371683,1.0,0.5699846201785813,0.2732427379086463,0.09208387161553784,0.07395383750066932,0.07395383750066932,-0.028025511164448902,0.09614561619910617,0.12491023017650071,-0.008064421408136463
ai_lm_uncertainty_share,,0.2817806767023882,0.2789368386122991,-0.08634301803542423,-0.6291243291405294,-0.07636781005078444,0.08985549360135013,-0.05215274361900012,-0.1326569895908435,0.11186867352209981,0.0907438495491531,-0.07921799223345281,0.0637550625581094,0.11734664494242007,0.13529765846602754,0.15384388314025574,-0.1406163280506593,0.5699846201785814,1.0,0.11487924431953908,-0.05018663155560053,0.10346356012040216,0.10346356012040216,-0.05130659624276338,0.11275297888450016,0.11901835271504922,-0.050862334654052065
ai_passive_voice_sentence_share,,0.4105545794865497,0.40974175642991506,-0.09547086536207958,-0.10075394306684769,-0.09266426025293682,0.09008304122288252,0.011173183248028384,0.08086594460756,-0.06725207056958732,0.157783656701644,-0.005855830408016489,0.11952406080929161,0.10410599768049988,0.04789150060455521,0.1635684775138214,-0.07333332769083173,0.2732427379086463,0.11487924431953908,1.0,0.07598480507972567,0.06535463004978498,0.06535463004978498,-0.12193920819740182,0.09323252091423771,0.012591225689177829,-0.013012799815032674
ai_fog_index,,-0.16647908462843825,-0.16802326030866976,0.023301385038225323,-0.05148740161938189,0.07750212809222004,-0.04990877198719247,-0.12280129299192427,-0.07208696709745936,0.0854175770303946,-0.10089216564650506,-0.06922526564826186,0.019929809856712086,0.012427460194698384,0.13370248851937125,0.18917133630074426,0.021537068785966708,0.09208387161553783,-0.050186631555600526,0.07598480507972567,1.0,0.043902920279643876,0.043902920279643876,0.07708114584388481,0.10106417497532631,0.1296668646071022,-0.10114400200887964
log_report_word_count,0.16626619484419042,0.17579260155720663,0.1757280141031713,-0.2637762785992495,-0.14449045489389853,0.04643341531691969,-0.0644744191304784,0.07221152644052475,0.042382427482677155,-0.03516213442531097,0.015173783222541797,-0.1922528041012144,0.14977981900787682,0.06754523790711117,0.22062253663230605,0.4603304802728827,-0.09255800526435407,0.07395383750066932,0.10346356012040216,0.06535463004978498,0.043902920279643876,0.9999999999999999,0.9999999999999999,-0.13854338134322144,0.013931997213382563,0.11887565187587695,-0.43101049886571297
report_word_count,0.16626619484419042,0.17579260155720663,0.1757280141031713,-0.2637762785992495,-0.14449045489389853,0.04643341531691969,-0.0644744191304784,0.07221152644052475,0.042382427482677155,-0.03516213442531097,0.015173783222541797,-0.1922528041012144,0.14977981900787682,0.06754523790711117,0.22062253663230605,0.4603304802728827,-0.09255800526435407,0.07395383750066932,0.10346356012040216,0.06535463004978498,0.043902920279643876,0.9999999999999999,0.9999999999999999,-0.13854338134322144,0.013931997213382563,0.11887565187587695,-0.43101049886571297
numeric_token_share,-0.3707924101224005,-0.4031542174679302,-0.4030517208580446,0.3840016198454904,-0.007039988233831763,0.7022408914260488,-0.6883242038967887,-0.020862135455708027,-0.10136889223616541,0.06259577339707989,-0.11874935389468486,-0.34605805901985986,-0.43847996355680463,-0.48804532128983386,0.09175688559991109,-0.2705962747630783,0.007515058340308955,-0.028025511164448902,-0.05130659624276338,-0.12193920819740184,0.07708114584388481,-0.13854338134322142,-0.13854338134322142,0.9999999999999999,-0.189146735068412,0.007151165165032982,-0.3114160704752364
