variable_name,variable_label,variable_group,source_file,source_column,data_type,unit,missing_value_rule,construction_rule,notes
present_tense_share,보고서 현재 시제 비율,tense,scripts/measure_extended_language_features.py,present_tense_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
future_tense_share,보고서 미래 시제 비율,tense,scripts/measure_extended_language_features.py,future_tense_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
passive_voice_sentence_count,보고서 수동태 문장 수,passive_voice,scripts/measure_extended_language_features.py,passive_voice_sentence_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
passive_voice_sentence_share,보고서 수동태 문장 비율,passive_voice,scripts/measure_extended_language_features.py,passive_voice_sentence_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
ai_past_tense_count,AI 직접 문장 과거 시제 동사 수,tense,scripts/measure_extended_language_features.py,ai_past_tense_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_present_tense_count,AI 직접 문장 현재 시제 동사 수,tense,scripts/measure_extended_language_features.py,ai_present_tense_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_future_tense_count,AI 직접 문장 미래 시제 표지 수,tense,scripts/measure_extended_language_features.py,ai_future_tense_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_past_tense_share,AI 직접 문장 과거 시제 비율,tense,scripts/measure_extended_language_features.py,ai_past_tense_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_present_tense_share,AI 직접 문장 현재 시제 비율,tense,scripts/measure_extended_language_features.py,ai_present_tense_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_future_tense_share,AI 직접 문장 미래 시제 비율,tense,scripts/measure_extended_language_features.py,ai_future_tense_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_passive_voice_sentence_count,AI 수동태 문장 수,passive_voice,scripts/measure_extended_language_features.py,ai_passive_voice_sentence_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_passive_voice_sentence_share,AI 수동태 문장 비율,passive_voice,scripts/measure_extended_language_features.py,ai_passive_voice_sentence_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_word_count,AI 직접 문장 단어 수,readability_control,scripts/measure_extended_language_features.py,ai_word_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
log_ai_word_count,AI 단어 수 log(1+x),readability_control,scripts/measure_extended_language_features.py,log_ai_word_count,float,log count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: derived control
ai_fog_index,AI 직접 문장 Fog Index,readability_control,scripts/measure_extended_language_features.py,ai_fog_index,float,index,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_average_sentence_length,AI 직접 문장 평균 길이,readability_control,scripts/measure_extended_language_features.py,ai_average_sentence_length,float,words,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
ai_complex_word_share,AI 직접 문장 복잡 단어 비율,readability_control,scripts/measure_extended_language_features.py,ai_complex_word_share,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: AI direct sentences
report_character_count,보고서 문자 수,readability_control,scripts/measure_extended_language_features.py,report_character_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
average_word_length,보고서 평균 단어 길이,readability_control,scripts/measure_extended_language_features.py,average_word_length,float,characters,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
lexical_density,보고서 내용어 비율,readability_control,scripts/measure_extended_language_features.py,lexical_density,float,proportion,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
root_type_token_ratio,보고서 root type-token ratio,readability_control,scripts/measure_extended_language_features.py,root_type_token_ratio,float,index,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
percentage_expression_count,보고서 백분율 표현 수,readability_control,scripts/measure_extended_language_features.py,percentage_expression_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
currency_expression_count,보고서 통화 표현 수,readability_control,scripts/measure_extended_language_features.py,currency_expression_count,integer,count,AI 문장 또는 분모가 0이면 AI share/index는 missing,spaCy 3.8.7 en_core_web_sm 3.8.0 또는 기존 readability heuristic,분석 범위: whole report
ai_disclosure,ai_disclosure_flag의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_disclosure_flag,Int64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_disclosure = ai_disclosure_flag,기존 값 재측정 없음
whole_report_concreteness,report_concreteness_mean의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_concreteness_mean,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,whole_report_concreteness = report_concreteness_mean,기존 값 재측정 없음
ai_concreteness,ai_concreteness_mean의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_concreteness_mean,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_concreteness = ai_concreteness_mean,기존 값 재측정 없음
fog_index,report_fog_index의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_fog_index,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,fog_index = report_fog_index,기존 값 재측정 없음
lm_positive_share,report_positive_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_positive_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,lm_positive_share = report_positive_ratio,기존 값 재측정 없음
lm_negative_share,report_negative_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_negative_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,lm_negative_share = report_negative_ratio,기존 값 재측정 없음
lm_uncertainty_share,report_uncertainty_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_uncertainty_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,lm_uncertainty_share = report_uncertainty_ratio,기존 값 재측정 없음
lm_litigious_share,report_litigious_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_litigious_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,lm_litigious_share = report_litigious_ratio,기존 값 재측정 없음
lm_strong_modal_share,report_strong_modal_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_strong_modal_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,lm_strong_modal_share = report_strong_modal_ratio,기존 값 재측정 없음
lm_weak_modal_share,report_weak_modal_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_weak_modal_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,lm_weak_modal_share = report_weak_modal_ratio,기존 값 재측정 없음
lm_constraining_share,report_constraining_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_constraining_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,lm_constraining_share = report_constraining_ratio,기존 값 재측정 없음
ai_lm_positive_share,ai_positive_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_positive_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_lm_positive_share = ai_positive_ratio,기존 값 재측정 없음
ai_lm_negative_share,ai_negative_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_negative_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_lm_negative_share = ai_negative_ratio,기존 값 재측정 없음
ai_lm_uncertainty_share,ai_uncertainty_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_uncertainty_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_lm_uncertainty_share = ai_uncertainty_ratio,기존 값 재측정 없음
ai_lm_litigious_share,ai_litigious_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_litigious_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_lm_litigious_share = ai_litigious_ratio,기존 값 재측정 없음
ai_lm_strong_modal_share,ai_strong_modal_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_strong_modal_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_lm_strong_modal_share = ai_strong_modal_ratio,기존 값 재측정 없음
ai_lm_weak_modal_share,ai_weak_modal_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_weak_modal_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_lm_weak_modal_share = ai_weak_modal_ratio,기존 값 재측정 없음
ai_lm_constraining_share,ai_constraining_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,ai_constraining_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,ai_lm_constraining_share = ai_constraining_ratio,기존 값 재측정 없음
numeric_token_share,report_numeric_token_ratio의 분석용 표준 별칭,analysis_alias,panel_2020_2025/firm_year_language_panel.parquet,report_numeric_token_ratio,float64,기존 source 변수와 동일,source 변수의 결측을 그대로 유지,numeric_token_share = report_numeric_token_ratio,기존 값 재측정 없음
