report_year,original_ticker,original_company_name,original_exclusion_reason,matched_panel_company_id,matched_panel_cik,matched_panel_ticker_history,matched_panel_company_name_history,candidate_cik_count,identity_match_method,identity_match_status,sec_lookup_status,eligible_filing_count,selected_accession_number,selected_filing_date,selected_report_date,selected_primary_document,recovery_status,recovery_reason,requires_manual_review
2023,MRO,Marathon Oil,cik_missing_in_2023_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2023,PXD,Pioneer Natural Resources,cik_missing_in_2023_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2023,RVTY,Revvity,ambiguous_multiple_eligible_2023_report_date_10k,cik:0000031791,0000031791,PKI|RVTY,PerkinElmer|Revvity,1,normalized_ticker_and_company_name,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,1
2023,TDY,Teledyne Technologies,ambiguous_multiple_eligible_2023_report_date_10k,cik:0001094285,0001094285,TDY,Teledyne Technologies,1,normalized_ticker_and_company_name,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,1
2023,WBA,Walgreens Boots Alliance,cik_missing_in_2023_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,ANSS,Ansys,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,CTRA,Coterra Energy,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,DAY,Dayforce,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,DFS,Discover Financial,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,HES,Hess Corporation,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,HOLX,Hologic,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,IPG,Interpublic Group,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,JNPR,Juniper Networks,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,K,Kellanova,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2024,LHX,L3Harris,no_unique_eligible_2024_report_date_10k,cik:0000202058,0000202058,LHX,L3Harris,1,normalized_ticker_and_company_name,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,0
2024,LDOS,Leidos,no_unique_eligible_2024_report_date_10k,cik:0001336920,0001336920,LDOS,Leidos,1,normalized_ticker_and_company_name,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,0
2024,TRMB,Trimble Inc.,no_unique_eligible_2024_report_date_10k,cik:0000864749,0000864749,TRMB,Trimble Inc.,1,normalized_ticker_and_company_name,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,0
2024,WBA,Walgreens Boots Alliance,cik_missing_in_2024_universe,,,,,0,,no_panel_match,not_attempted_no_panel_cik,,,,,,not_recovered_other,no_panel_match,0
2025,TXT,,no_unique_eligible_2025_report_date_10k,cik:0000217346,0000217346,TXT,Textron,1,normalized_ticker,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,0
2025,SNA,,no_unique_eligible_2025_report_date_10k,cik:0000091440,0000091440,SNA,Snap-on,1,normalized_ticker,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,0
2025,SWK,,no_unique_eligible_2025_report_date_10k,cik:0000093556,0000093556,SWK,Stanley Black & Decker,1,normalized_ticker,unique_panel_cik_match,not_attempted_not_identity_recovery_target,,,,,,not_recovered_other,outside_primary_identity_recovery_scope,0
